TIME,AVAILABLE BIKES,TIME,DAY_OF_WEEK,k-3-q-TIME,k-3-q,k-6-q-TIME,k-6-q,k-9-q-TIME,k-9-q,k-3d-TIME,k-3d,k-2d-TIME,k-2d,k-1d-TIME,k-1d,k-1w-TIME,k-1w,k-2w-TIME,k-2w,k-3w-TIME,k-3w,OCCUPANCY FUTURE TIME,OCCUPANCY_FUTURE
2020-02-21 02:35:02,0,2020-02-21 02:35:02,4,2020-02-21 01:20:02,0.0,2020-02-21 01:05:02,0.0,2020-02-21 00:50:03,0.0,2020-02-25 02:35:02,1.0,2020-02-26 02:35:02,0.0,2020-02-27 02:35:02,0.0,2020-02-21 02:35:02,0,2020-02-14 02:35:02,2.0,2020-02-07 02:35:02,0.0,2020-02-28 02:35:02,0.0
2020-02-21 02:40:02,0,2020-02-21 02:40:02,4,2020-02-21 01:25:02,0.0,2020-02-21 01:10:02,0.0,2020-02-21 00:55:02,0.0,2020-02-25 02:40:02,1.0,2020-02-26 02:40:02,0.0,2020-02-27 02:40:02,0.0,2020-02-21 02:40:02,0,2020-02-14 02:40:02,2.0,2020-02-07 02:40:02,0.0,2020-02-28 02:40:02,0.0
2020-02-21 02:45:02,0,2020-02-21 02:45:02,4,2020-02-21 01:30:01,0.0,2020-02-21 01:15:02,0.0,2020-02-21 01:00:02,0.0,2020-02-25 02:45:02,1.0,2020-02-26 02:45:02,0.0,2020-02-27 02:45:02,0.0,2020-02-21 02:45:02,0,2020-02-14 02:45:02,2.0,2020-02-07 02:45:02,0.0,2020-02-28 02:45:02,0.0
2020-02-21 02:50:02,0,2020-02-21 02:50:02,4,2020-02-21 01:35:02,0.0,2020-02-21 01:20:02,0.0,2020-02-21 01:05:02,0.0,2020-02-25 02:50:02,1.0,2020-02-26 02:50:02,0.0,2020-02-27 02:50:02,0.0,2020-02-21 02:50:02,0,2020-02-14 02:50:02,2.0,2020-02-07 02:50:02,0.0,2020-02-28 02:50:02,0.0
2020-02-21 02:55:02,0,2020-02-21 02:55:02,4,2020-02-21 01:40:02,0.0,2020-02-21 01:25:02,0.0,2020-02-21 01:10:02,0.0,2020-02-25 02:55:02,1.0,2020-02-26 02:55:02,0.0,2020-02-27 02:55:02,0.0,2020-02-21 02:55:02,0,2020-02-14 02:55:02,2.0,2020-02-07 02:55:02,0.0,2020-02-28 02:55:02,0.0
2020-02-21 03:00:02,0,2020-02-21 03:00:02,4,2020-02-21 01:45:02,0.0,2020-02-21 01:30:01,0.0,2020-02-21 01:15:02,0.0,2020-02-25 03:00:02,1.0,2020-02-26 03:00:02,0.0,2020-02-27 03:00:02,0.0,2020-02-21 03:00:02,0,2020-02-14 03:00:02,2.0,2020-02-07 03:00:02,0.0,2020-02-28 03:00:03,0.0
2020-02-21 03:05:02,0,2020-02-21 03:05:02,4,2020-02-21 01:50:02,0.0,2020-02-21 01:35:02,0.0,2020-02-21 01:20:02,0.0,2020-02-25 03:05:02,1.0,2020-02-26 03:05:02,0.0,2020-02-27 03:05:02,0.0,2020-02-21 03:05:02,0,2020-02-14 03:05:02,2.0,2020-02-07 03:05:02,0.0,2020-02-28 03:05:03,0.0
2020-02-21 03:10:02,0,2020-02-21 03:10:02,4,2020-02-21 01:55:02,0.0,2020-02-21 01:40:02,0.0,2020-02-21 01:25:02,0.0,2020-02-25 03:10:02,1.0,2020-02-26 03:10:02,0.0,2020-02-27 03:10:02,0.0,2020-02-21 03:10:02,0,2020-02-14 03:10:02,2.0,2020-02-07 03:10:02,0.0,2020-02-28 03:10:02,0.0
2020-02-21 03:15:02,0,2020-02-21 03:15:02,4,2020-02-21 02:00:02,0.0,2020-02-21 01:45:02,0.0,2020-02-21 01:30:01,0.0,2020-02-25 03:15:02,1.0,2020-02-26 03:15:02,0.0,2020-02-27 03:15:02,0.0,2020-02-21 03:15:02,0,2020-02-14 03:15:02,2.0,2020-02-07 03:15:02,0.0,2020-02-28 03:15:02,0.0
2020-02-21 03:20:02,0,2020-02-21 03:20:02,4,2020-02-21 02:05:02,0.0,2020-02-21 01:50:02,0.0,2020-02-21 01:35:02,0.0,2020-02-25 03:20:27,1.0,2020-02-26 03:20:02,0.0,2020-02-27 03:20:02,0.0,2020-02-21 03:20:02,0,2020-02-14 03:20:02,2.0,2020-02-07 03:20:02,0.0,2020-02-28 03:20:02,0.0
2020-02-21 03:25:02,0,2020-02-21 03:25:02,4,2020-02-21 02:10:02,0.0,2020-02-21 01:55:02,0.0,2020-02-21 01:40:02,0.0,2020-02-25 03:25:02,1.0,2020-02-26 03:25:02,0.0,2020-02-27 03:25:02,0.0,2020-02-21 03:25:02,0,2020-02-14 03:25:02,2.0,2020-02-07 03:25:02,0.0,2020-02-28 03:25:02,0.0
2020-02-21 03:30:02,0,2020-02-21 03:30:02,4,2020-02-21 02:15:02,0.0,2020-02-21 02:00:02,0.0,2020-02-21 01:45:02,0.0,2020-02-25 03:30:02,1.0,2020-02-26 03:30:02,0.0,2020-02-27 03:30:02,0.0,2020-02-21 03:30:02,0,2020-02-14 03:30:02,2.0,2020-02-07 03:30:02,0.0,2020-02-28 03:30:27,0.0
2020-02-21 03:35:02,0,2020-02-21 03:35:02,4,2020-02-21 02:20:02,0.0,2020-02-21 02:05:02,0.0,2020-02-21 01:50:02,0.0,2020-02-25 03:35:02,1.0,2020-02-26 03:35:02,0.0,2020-02-27 03:35:02,0.0,2020-02-21 03:35:02,0,2020-02-14 03:35:02,2.0,2020-02-07 03:35:02,0.0,2020-02-28 03:35:02,0.0
2020-02-21 03:40:02,0,2020-02-21 03:40:02,4,2020-02-21 02:25:02,0.0,2020-02-21 02:10:02,0.0,2020-02-21 01:55:02,0.0,2020-02-25 03:40:02,1.0,2020-02-26 03:40:03,0.0,2020-02-27 03:40:02,0.0,2020-02-21 03:40:02,0,2020-02-14 03:40:02,2.0,2020-02-07 03:40:03,0.0,2020-02-28 03:40:03,0.0
2020-02-21 03:45:02,0,2020-02-21 03:45:02,4,2020-02-21 02:30:02,0.0,2020-02-21 02:15:02,0.0,2020-02-21 02:00:02,0.0,2020-02-25 03:45:02,1.0,2020-02-26 03:45:03,0.0,2020-02-27 03:45:02,0.0,2020-02-21 03:45:02,0,2020-02-14 03:45:02,2.0,2020-02-07 03:45:02,0.0,2020-02-28 03:45:02,0.0
2020-02-21 03:50:02,0,2020-02-21 03:50:02,4,2020-02-21 02:35:02,0.0,2020-02-21 02:20:02,0.0,2020-02-21 02:05:02,0.0,2020-02-25 03:50:02,1.0,2020-02-26 03:50:02,0.0,2020-02-27 03:50:02,0.0,2020-02-21 03:50:02,0,2020-02-14 03:50:02,2.0,2020-02-07 03:50:02,0.0,2020-02-28 03:50:02,0.0
2020-02-21 03:55:02,0,2020-02-21 03:55:02,4,2020-02-21 02:40:02,0.0,2020-02-21 02:25:02,0.0,2020-02-21 02:10:02,0.0,2020-02-25 03:55:03,1.0,2020-02-26 03:55:02,0.0,2020-02-27 03:55:02,0.0,2020-02-21 03:55:02,0,2020-02-14 03:55:03,2.0,2020-02-07 03:55:02,0.0,2020-02-28 03:55:02,0.0
2020-02-21 04:00:02,0,2020-02-21 04:00:02,4,2020-02-21 02:45:02,0.0,2020-02-21 02:30:02,0.0,2020-02-21 02:15:02,0.0,2020-02-25 04:00:02,1.0,2020-02-26 04:00:02,0.0,2020-02-27 04:00:02,0.0,2020-02-21 04:00:02,0,2020-02-14 04:00:02,2.0,2020-02-07 04:00:02,0.0,2020-02-28 04:00:02,0.0
2020-02-21 04:05:02,0,2020-02-21 04:05:02,4,2020-02-21 02:50:02,0.0,2020-02-21 02:35:02,0.0,2020-02-21 02:20:02,0.0,2020-02-25 04:05:02,1.0,2020-02-26 04:05:02,0.0,2020-02-27 04:05:02,0.0,2020-02-21 04:05:02,0,2020-02-14 04:05:02,2.0,2020-02-07 04:05:02,0.0,2020-02-28 04:05:02,0.0
2020-02-21 04:10:02,0,2020-02-21 04:10:02,4,2020-02-21 02:55:02,0.0,2020-02-21 02:40:02,0.0,2020-02-21 02:25:02,0.0,2020-02-25 04:10:02,1.0,2020-02-26 04:10:02,0.0,2020-02-27 04:10:02,0.0,2020-02-21 04:10:02,0,2020-02-14 04:10:02,2.0,2020-02-07 04:10:02,0.0,2020-02-28 04:10:02,0.0
2020-02-21 04:15:02,0,2020-02-21 04:15:02,4,2020-02-21 03:00:02,0.0,2020-02-21 02:45:02,0.0,2020-02-21 02:30:02,0.0,2020-02-25 04:15:02,1.0,2020-02-26 04:15:02,0.0,2020-02-27 04:15:02,0.0,2020-02-21 04:15:02,0,2020-02-14 04:15:02,2.0,2020-02-07 04:15:02,0.0,2020-02-28 04:15:02,0.0
2020-02-21 04:20:02,0,2020-02-21 04:20:02,4,2020-02-21 03:05:02,0.0,2020-02-21 02:50:02,0.0,2020-02-21 02:35:02,0.0,2020-02-25 04:20:02,1.0,2020-02-26 04:20:02,0.0,2020-02-27 04:20:02,0.0,2020-02-21 04:20:02,0,2020-02-14 04:20:02,2.0,2020-02-07 04:20:02,0.0,2020-02-28 04:20:02,0.0
2020-02-21 04:25:02,0,2020-02-21 04:25:02,4,2020-02-21 03:10:02,0.0,2020-02-21 02:55:02,0.0,2020-02-21 02:40:02,0.0,2020-02-25 04:25:02,1.0,2020-02-26 04:25:02,0.0,2020-02-27 04:25:02,0.0,2020-02-21 04:25:02,0,2020-02-14 04:25:02,2.0,2020-02-07 04:25:02,0.0,2020-02-28 04:25:02,0.0
2020-02-21 04:30:02,0,2020-02-21 04:30:02,4,2020-02-21 03:15:02,0.0,2020-02-21 03:00:02,0.0,2020-02-21 02:45:02,0.0,2020-02-25 04:30:02,1.0,2020-02-26 04:30:02,0.0,2020-02-27 04:30:02,0.0,2020-02-21 04:30:02,0,2020-02-14 04:30:02,2.0,2020-02-07 04:30:02,0.0,2020-02-28 04:30:02,0.0
2020-02-21 04:35:02,0,2020-02-21 04:35:02,4,2020-02-21 03:20:02,0.0,2020-02-21 03:05:02,0.0,2020-02-21 02:50:02,0.0,2020-02-25 04:35:02,1.0,2020-02-26 04:35:01,0.0,2020-02-27 04:35:02,0.0,2020-02-21 04:35:02,0,2020-02-14 04:35:02,2.0,2020-02-07 04:35:02,0.0,2020-02-28 04:35:02,0.0
2020-02-21 04:40:02,0,2020-02-21 04:40:02,4,2020-02-21 03:25:02,0.0,2020-02-21 03:10:02,0.0,2020-02-21 02:55:02,0.0,2020-02-25 04:40:02,1.0,2020-02-26 04:40:02,0.0,2020-02-27 04:40:02,0.0,2020-02-21 04:40:02,0,2020-02-14 04:40:02,2.0,2020-02-07 04:40:02,0.0,2020-02-28 04:40:01,0.0
2020-02-21 04:45:02,0,2020-02-21 04:45:02,4,2020-02-21 03:30:02,0.0,2020-02-21 03:15:02,0.0,2020-02-21 03:00:02,0.0,2020-02-25 04:45:02,1.0,2020-02-26 04:45:02,0.0,2020-02-27 04:45:02,0.0,2020-02-21 04:45:02,0,2020-02-14 04:45:02,2.0,2020-02-07 04:45:02,0.0,2020-02-28 04:45:02,0.0
2020-02-21 04:50:02,0,2020-02-21 04:50:02,4,2020-02-21 03:35:02,0.0,2020-02-21 03:20:02,0.0,2020-02-21 03:05:02,0.0,2020-02-25 04:50:02,1.0,2020-02-26 04:50:02,0.0,2020-02-27 04:50:02,0.0,2020-02-21 04:50:02,0,2020-02-14 04:50:02,2.0,2020-02-07 04:50:27,0.0,2020-02-28 04:50:02,0.0
2020-02-21 04:55:02,0,2020-02-21 04:55:02,4,2020-02-21 03:40:02,0.0,2020-02-21 03:25:02,0.0,2020-02-21 03:10:02,0.0,2020-02-25 04:55:02,1.0,2020-02-26 04:55:02,0.0,2020-02-27 04:55:02,0.0,2020-02-21 04:55:02,0,2020-02-14 04:55:02,2.0,2020-02-07 04:55:02,0.0,2020-02-28 04:55:02,0.0
2020-02-21 05:00:02,0,2020-02-21 05:00:02,4,2020-02-21 03:45:02,0.0,2020-02-21 03:30:02,0.0,2020-02-21 03:15:02,0.0,2020-02-25 05:00:02,1.0,2020-02-26 05:00:02,0.0,2020-02-27 05:00:02,0.0,2020-02-21 05:00:02,0,2020-02-14 05:00:02,2.0,2020-02-07 05:00:02,0.0,2020-02-28 05:00:02,0.0
2020-02-21 05:05:02,0,2020-02-21 05:05:02,4,2020-02-21 03:50:02,0.0,2020-02-21 03:35:02,0.0,2020-02-21 03:20:02,0.0,2020-02-25 05:05:02,1.0,2020-02-26 05:05:27,0.0,2020-02-27 05:05:02,0.0,2020-02-21 05:05:02,0,2020-02-14 05:05:02,2.0,2020-02-07 05:05:02,0.0,2020-02-28 05:05:02,0.0
2020-02-21 05:10:03,0,2020-02-21 05:10:03,4,2020-02-21 03:55:02,0.0,2020-02-21 03:40:02,0.0,2020-02-21 03:25:02,0.0,2020-02-25 05:10:02,1.0,2020-02-26 05:10:02,0.0,2020-02-27 05:10:02,0.0,2020-02-21 05:10:03,0,2020-02-14 05:10:02,2.0,2020-02-07 05:10:02,0.0,2020-02-28 05:10:02,0.0
2020-02-21 05:15:02,0,2020-02-21 05:15:02,4,2020-02-21 04:00:02,0.0,2020-02-21 03:45:02,0.0,2020-02-21 03:30:02,0.0,2020-02-25 05:15:02,1.0,2020-02-26 05:15:02,0.0,2020-02-27 05:15:02,0.0,2020-02-21 05:15:02,0,2020-02-14 05:15:02,2.0,2020-02-07 05:15:02,0.0,2020-02-28 05:15:02,0.0
2020-02-21 05:20:02,0,2020-02-21 05:20:02,4,2020-02-21 04:05:02,0.0,2020-02-21 03:50:02,0.0,2020-02-21 03:35:02,0.0,2020-02-25 05:20:02,2.0,2020-02-26 05:20:02,0.0,2020-02-27 05:20:02,0.0,2020-02-21 05:20:02,0,2020-02-14 05:20:02,2.0,2020-02-07 05:20:02,0.0,2020-02-28 05:20:02,0.0
2020-02-21 05:25:02,0,2020-02-21 05:25:02,4,2020-02-21 04:10:02,0.0,2020-02-21 03:55:02,0.0,2020-02-21 03:40:02,0.0,2020-02-25 05:25:02,2.0,2020-02-26 05:25:02,0.0,2020-02-27 05:25:02,1.0,2020-02-21 05:25:02,0,2020-02-14 05:25:02,2.0,2020-02-07 05:25:02,0.0,2020-02-28 05:25:02,0.0
2020-02-21 05:30:02,0,2020-02-21 05:30:02,4,2020-02-21 04:15:02,0.0,2020-02-21 04:00:02,0.0,2020-02-21 03:45:02,0.0,2020-02-25 05:30:02,3.0,2020-02-26 05:30:02,0.0,2020-02-27 05:30:02,1.0,2020-02-21 05:30:02,0,2020-02-14 05:30:02,2.0,2020-02-07 05:30:01,0.0,2020-02-28 05:30:02,0.0
2020-02-21 05:35:01,1,2020-02-21 05:35:01,4,2020-02-21 04:20:02,0.0,2020-02-21 04:05:02,0.0,2020-02-21 03:50:02,0.0,2020-02-25 05:35:02,3.0,2020-02-26 05:35:02,0.0,2020-02-27 05:35:02,1.0,2020-02-21 05:35:01,1,2020-02-14 05:35:02,3.0,2020-02-07 05:35:02,1.0,2020-02-28 05:35:02,1.0
2020-02-21 05:40:02,1,2020-02-21 05:40:02,4,2020-02-21 04:25:02,0.0,2020-02-21 04:10:02,0.0,2020-02-21 03:55:02,0.0,2020-02-25 05:40:02,3.0,2020-02-26 05:40:02,0.0,2020-02-27 05:40:03,1.0,2020-02-21 05:40:02,1,2020-02-14 05:40:02,3.0,2020-02-07 05:40:02,1.0,2020-02-28 05:40:02,1.0
2020-02-21 05:45:02,1,2020-02-21 05:45:02,4,2020-02-21 04:30:02,0.0,2020-02-21 04:15:02,0.0,2020-02-21 04:00:02,0.0,2020-02-25 05:45:02,3.0,2020-02-26 05:45:02,0.0,2020-02-27 05:45:02,1.0,2020-02-21 05:45:02,1,2020-02-14 05:45:02,3.0,2020-02-07 05:45:02,1.0,2020-02-28 05:45:01,1.0
2020-02-21 05:50:02,1,2020-02-21 05:50:02,4,2020-02-21 04:35:02,0.0,2020-02-21 04:20:02,0.0,2020-02-21 04:05:02,0.0,2020-02-25 05:50:02,3.0,2020-02-26 05:50:02,0.0,2020-02-27 05:50:02,1.0,2020-02-21 05:50:02,1,2020-02-14 05:50:02,3.0,2020-02-07 05:50:02,1.0,2020-02-28 05:50:02,1.0
2020-02-21 05:55:02,1,2020-02-21 05:55:02,4,2020-02-21 04:40:02,0.0,2020-02-21 04:25:02,0.0,2020-02-21 04:10:02,0.0,2020-02-25 05:55:02,3.0,2020-02-26 05:55:02,0.0,2020-02-27 05:55:02,1.0,2020-02-21 05:55:02,1,2020-02-14 05:55:02,3.0,2020-02-07 05:55:02,1.0,2020-02-28 05:55:02,1.0
2020-02-21 06:00:02,1,2020-02-21 06:00:02,4,2020-02-21 04:45:02,0.0,2020-02-21 04:30:02,0.0,2020-02-21 04:15:02,0.0,2020-02-25 06:00:02,3.0,2020-02-26 06:00:02,0.0,2020-02-27 06:00:02,1.0,2020-02-21 06:00:02,1,2020-02-14 06:00:02,3.0,2020-02-07 06:00:02,1.0,2020-02-28 06:00:02,1.0
2020-02-21 06:05:02,1,2020-02-21 06:05:02,4,2020-02-21 04:50:02,0.0,2020-02-21 04:35:02,0.0,2020-02-21 04:20:02,0.0,2020-02-25 06:05:02,3.0,2020-02-26 06:05:02,1.0,2020-02-27 06:05:02,1.0,2020-02-21 06:05:02,1,2020-02-14 06:05:02,3.0,2020-02-07 06:05:02,1.0,2020-02-28 06:05:02,1.0
2020-02-21 06:10:02,1,2020-02-21 06:10:02,4,2020-02-21 04:55:02,0.0,2020-02-21 04:40:02,0.0,2020-02-21 04:25:02,0.0,2020-02-25 06:10:02,4.0,2020-02-26 06:10:27,1.0,2020-02-27 06:10:02,1.0,2020-02-21 06:10:02,1,2020-02-14 06:10:02,3.0,2020-02-07 06:10:02,1.0,2020-02-28 06:10:02,1.0
2020-02-21 06:15:02,1,2020-02-21 06:15:02,4,2020-02-21 05:00:02,0.0,2020-02-21 04:45:02,0.0,2020-02-21 04:30:02,0.0,2020-02-25 06:15:02,4.0,2020-02-26 06:15:02,1.0,2020-02-27 06:15:02,1.0,2020-02-21 06:15:02,1,2020-02-14 06:15:02,3.0,2020-02-07 06:15:02,1.0,2020-02-28 06:15:02,1.0
2020-02-21 06:20:02,1,2020-02-21 06:20:02,4,2020-02-21 05:05:02,0.0,2020-02-21 04:50:02,0.0,2020-02-21 04:35:02,0.0,2020-02-25 06:20:02,4.0,2020-02-26 06:20:02,1.0,2020-02-27 06:20:02,1.0,2020-02-21 06:20:02,1,2020-02-14 06:20:02,3.0,2020-02-07 06:20:02,1.0,2020-02-28 06:20:02,1.0
2020-02-21 06:25:02,1,2020-02-21 06:25:02,4,2020-02-21 05:10:03,0.0,2020-02-21 04:55:02,0.0,2020-02-21 04:40:02,0.0,2020-02-25 06:25:02,4.0,2020-02-26 06:25:02,1.0,2020-02-27 06:25:02,1.0,2020-02-21 06:25:02,1,2020-02-14 06:25:02,3.0,2020-02-07 06:25:02,2.0,2020-02-28 06:25:02,1.0
2020-02-21 06:30:02,1,2020-02-21 06:30:02,4,2020-02-21 05:15:02,0.0,2020-02-21 05:00:02,0.0,2020-02-21 04:45:02,0.0,2020-02-25 06:30:02,4.0,2020-02-26 06:30:02,1.0,2020-02-27 06:30:02,1.0,2020-02-21 06:30:02,1,2020-02-14 06:30:02,3.0,2020-02-07 06:30:02,2.0,2020-02-28 06:30:02,1.0
2020-02-21 06:35:02,1,2020-02-21 06:35:02,4,2020-02-21 05:20:02,0.0,2020-02-21 05:05:02,0.0,2020-02-21 04:50:02,0.0,2020-02-25 06:35:02,4.0,2020-02-26 06:35:02,1.0,2020-02-27 06:35:02,1.0,2020-02-21 06:35:02,1,2020-02-14 06:35:02,3.0,2020-02-07 06:35:02,2.0,2020-02-28 06:35:02,1.0
2020-02-21 06:40:02,2,2020-02-21 06:40:02,4,2020-02-21 05:25:02,0.0,2020-02-21 05:10:03,0.0,2020-02-21 04:55:02,0.0,2020-02-25 06:40:02,4.0,2020-02-26 06:40:02,2.0,2020-02-27 06:40:02,0.0,2020-02-21 06:40:02,2,2020-02-14 06:40:02,4.0,2020-02-07 06:40:02,3.0,2020-02-28 06:40:02,2.0
2020-02-21 06:45:02,0,2020-02-21 06:45:02,4,2020-02-21 05:30:02,0.0,2020-02-21 05:15:02,0.0,2020-02-21 05:00:02,0.0,2020-02-25 06:45:02,3.0,2020-02-26 06:45:02,2.0,2020-02-27 06:45:02,0.0,2020-02-21 06:45:02,0,2020-02-14 06:45:02,4.0,2020-02-07 06:45:02,3.0,2020-02-28 06:45:02,0.0
2020-02-21 06:50:02,0,2020-02-21 06:50:02,4,2020-02-21 05:35:01,1.0,2020-02-21 05:20:02,0.0,2020-02-21 05:05:02,0.0,2020-02-25 06:50:02,3.0,2020-02-26 06:50:02,2.0,2020-02-27 06:50:02,0.0,2020-02-21 06:50:02,0,2020-02-14 06:50:02,4.0,2020-02-07 06:50:02,3.0,2020-02-28 06:50:02,0.0
2020-02-21 06:55:02,0,2020-02-21 06:55:02,4,2020-02-21 05:40:02,1.0,2020-02-21 05:25:02,0.0,2020-02-21 05:10:03,0.0,2020-02-25 06:55:02,2.0,2020-02-26 06:55:02,3.0,2020-02-27 06:55:02,0.0,2020-02-21 06:55:02,0,2020-02-14 06:55:02,4.0,2020-02-07 06:55:02,2.0,2020-02-28 06:55:02,0.0
2020-02-21 07:00:02,1,2020-02-21 07:00:02,4,2020-02-21 05:45:02,1.0,2020-02-21 05:30:02,0.0,2020-02-21 05:15:02,0.0,2020-02-25 07:00:02,2.0,2020-02-26 07:00:02,3.0,2020-02-27 07:00:02,1.0,2020-02-21 07:00:02,1,2020-02-14 07:00:02,4.0,2020-02-07 07:00:27,2.0,2020-02-28 07:00:02,0.0
2020-02-21 07:05:02,1,2020-02-21 07:05:02,4,2020-02-21 05:50:02,1.0,2020-02-21 05:35:01,1.0,2020-02-21 05:20:02,0.0,2020-02-25 07:05:02,2.0,2020-02-26 07:05:02,3.0,2020-02-27 07:05:02,1.0,2020-02-21 07:05:02,1,2020-02-14 07:05:03,4.0,2020-02-07 07:05:02,2.0,2020-02-28 07:05:02,0.0
2020-02-21 07:10:02,2,2020-02-21 07:10:02,4,2020-02-21 05:55:02,1.0,2020-02-21 05:40:02,1.0,2020-02-21 05:25:02,0.0,2020-02-25 07:10:02,3.0,2020-02-26 07:10:02,4.0,2020-02-27 07:10:02,2.0,2020-02-21 07:10:02,2,2020-02-14 07:10:02,4.0,2020-02-07 07:10:02,3.0,2020-02-28 07:10:02,0.0
2020-02-21 07:15:02,2,2020-02-21 07:15:02,4,2020-02-21 06:00:02,1.0,2020-02-21 05:45:02,1.0,2020-02-21 05:30:02,0.0,2020-02-25 07:15:02,3.0,2020-02-26 07:15:02,4.0,2020-02-27 07:15:02,2.0,2020-02-21 07:15:02,2,2020-02-14 07:15:02,4.0,2020-02-07 07:15:02,3.0,2020-02-28 07:15:02,1.0
2020-02-21 07:20:02,2,2020-02-21 07:20:02,4,2020-02-21 06:05:02,1.0,2020-02-21 05:50:02,1.0,2020-02-21 05:35:01,1.0,2020-02-25 07:20:02,3.0,2020-02-26 07:20:02,4.0,2020-02-27 07:20:03,2.0,2020-02-21 07:20:02,2,2020-02-14 07:20:02,4.0,2020-02-07 07:20:02,3.0,2020-02-28 07:20:02,1.0
2020-02-21 07:25:02,2,2020-02-21 07:25:02,4,2020-02-21 06:10:02,1.0,2020-02-21 05:55:02,1.0,2020-02-21 05:40:02,1.0,2020-02-25 07:25:02,3.0,2020-02-26 07:25:02,4.0,2020-02-27 07:25:02,2.0,2020-02-21 07:25:02,2,2020-02-14 07:25:02,6.0,2020-02-07 07:25:02,5.0,2020-02-28 07:25:02,1.0
2020-02-21 07:30:02,2,2020-02-21 07:30:02,4,2020-02-21 06:15:02,1.0,2020-02-21 06:00:02,1.0,2020-02-21 05:45:02,1.0,2020-02-25 07:30:02,3.0,2020-02-26 07:30:02,4.0,2020-02-27 07:30:02,3.0,2020-02-21 07:30:02,2,2020-02-14 07:30:02,6.0,2020-02-07 07:30:02,5.0,2020-02-28 07:30:02,1.0
2020-02-21 07:35:02,2,2020-02-21 07:35:02,4,2020-02-21 06:20:02,1.0,2020-02-21 06:05:02,1.0,2020-02-21 05:50:02,1.0,2020-02-25 07:35:02,3.0,2020-02-26 07:35:03,4.0,2020-02-27 07:35:02,3.0,2020-02-21 07:35:02,2,2020-02-14 07:35:02,6.0,2020-02-07 07:35:02,6.0,2020-02-28 07:35:02,1.0
2020-02-21 07:40:02,2,2020-02-21 07:40:02,4,2020-02-21 06:25:02,1.0,2020-02-21 06:10:02,1.0,2020-02-21 05:55:02,1.0,2020-02-25 07:40:02,3.0,2020-02-26 07:40:02,4.0,2020-02-27 07:40:02,3.0,2020-02-21 07:40:02,2,2020-02-14 07:40:02,7.0,2020-02-07 07:40:03,6.0,2020-02-28 07:40:02,0.0
2020-02-21 07:45:02,2,2020-02-21 07:45:02,4,2020-02-21 06:30:02,1.0,2020-02-21 06:15:02,1.0,2020-02-21 06:00:02,1.0,2020-02-25 07:45:02,3.0,2020-02-26 07:45:02,4.0,2020-02-27 07:45:02,3.0,2020-02-21 07:45:02,2,2020-02-14 07:45:02,7.0,2020-02-07 07:45:02,6.0,2020-02-28 07:45:02,0.0
2020-02-21 07:50:02,3,2020-02-21 07:50:02,4,2020-02-21 06:35:02,1.0,2020-02-21 06:20:02,1.0,2020-02-21 06:05:02,1.0,2020-02-25 07:50:02,5.0,2020-02-26 07:50:02,6.0,2020-02-27 07:50:02,4.0,2020-02-21 07:50:02,3,2020-02-14 07:50:02,7.0,2020-02-07 07:50:02,6.0,2020-02-28 07:50:02,1.0
2020-02-21 07:55:02,3,2020-02-21 07:55:02,4,2020-02-21 06:40:02,2.0,2020-02-21 06:25:02,1.0,2020-02-21 06:10:02,1.0,2020-02-25 07:55:02,5.0,2020-02-26 07:55:02,9.0,2020-02-27 07:55:02,8.0,2020-02-21 07:55:02,3,2020-02-14 07:55:02,9.0,2020-02-07 07:55:02,8.0,2020-02-28 07:55:02,1.0
2020-02-21 08:00:02,5,2020-02-21 08:00:02,4,2020-02-21 06:45:02,0.0,2020-02-21 06:30:02,1.0,2020-02-21 06:15:02,1.0,2020-02-25 08:00:02,6.0,2020-02-26 08:00:02,10.0,2020-02-27 08:00:02,8.0,2020-02-21 08:00:02,5,2020-02-14 08:00:02,10.0,2020-02-07 08:00:02,10.0,2020-02-28 08:00:02,1.0
2020-02-21 08:05:02,7,2020-02-21 08:05:02,4,2020-02-21 06:50:02,0.0,2020-02-21 06:35:02,1.0,2020-02-21 06:20:02,1.0,2020-02-25 08:05:02,7.0,2020-02-26 08:05:02,9.0,2020-02-27 08:05:02,10.0,2020-02-21 08:05:02,7,2020-02-14 08:05:03,8.0,2020-02-07 08:05:27,10.0,2020-02-28 08:05:02,2.0
2020-02-21 08:10:02,7,2020-02-21 08:10:02,4,2020-02-21 06:55:02,0.0,2020-02-21 06:40:02,2.0,2020-02-21 06:25:02,1.0,2020-02-25 08:10:02,8.0,2020-02-26 08:10:02,11.0,2020-02-27 08:10:02,13.0,2020-02-21 08:10:02,7,2020-02-14 08:10:02,8.0,2020-02-07 08:10:02,11.0,2020-02-28 08:10:02,3.0
2020-02-21 08:15:02,8,2020-02-21 08:15:02,4,2020-02-21 07:00:02,1.0,2020-02-21 06:45:02,0.0,2020-02-21 06:30:02,1.0,2020-02-25 08:15:02,8.0,2020-02-26 08:15:02,12.0,2020-02-27 08:15:02,13.0,2020-02-21 08:15:02,8,2020-02-14 08:15:02,8.0,2020-02-07 08:15:02,12.0,2020-02-28 08:15:02,3.0
