TIME,AVAILABLE BIKES,TIME,DAY_OF_WEEK,k-3-q-TIME,k-3-q,k-6-q-TIME,k-6-q,k-9-q-TIME,k-9-q,k-3d-TIME,k-3d,k-2d-TIME,k-2d,k-1d-TIME,k-1d,k-1w-TIME,k-1w,k-2w-TIME,k-2w,k-3w-TIME,k-3w,OCCUPANCY FUTURE TIME,OCCUPANCY_FUTURE
2020-02-18 00:00:02,3,2020-02-18 00:00:02,1,2020-02-17 22:45:03,5.0,2020-02-17 22:30:02,4.0,2020-02-17 22:15:02,4.0,2020-02-20 00:00:02,0.0,2020-02-21 00:00:02,0.0,2020-02-24 00:00:02,19.0,2020-02-18 00:00:02,3,2020-02-11 00:00:02,3.0,2020-02-04 00:00:02,2.0,2020-02-25 00:00:02,1.0
2020-02-18 00:05:02,3,2020-02-18 00:05:02,1,2020-02-17 22:50:02,5.0,2020-02-17 22:35:02,4.0,2020-02-17 22:20:01,4.0,2020-02-20 00:05:02,0.0,2020-02-21 00:05:03,0.0,2020-02-24 00:05:02,19.0,2020-02-18 00:05:02,3,2020-02-11 00:05:02,3.0,2020-02-04 00:05:02,2.0,2020-02-25 00:05:02,1.0
2020-02-18 00:10:02,3,2020-02-18 00:10:02,1,2020-02-17 22:55:02,5.0,2020-02-17 22:40:02,4.0,2020-02-17 22:25:02,4.0,2020-02-20 00:10:02,0.0,2020-02-21 00:10:03,0.0,2020-02-24 00:10:02,19.0,2020-02-18 00:10:02,3,2020-02-11 00:10:02,3.0,2020-02-04 00:10:02,2.0,2020-02-25 00:10:02,1.0
2020-02-18 00:15:02,3,2020-02-18 00:15:02,1,2020-02-17 23:00:02,5.0,2020-02-17 22:45:03,5.0,2020-02-17 22:30:02,4.0,2020-02-20 00:15:02,0.0,2020-02-21 00:15:02,0.0,2020-02-24 00:15:02,19.0,2020-02-18 00:15:02,3,2020-02-11 00:15:02,3.0,2020-02-04 00:15:02,2.0,2020-02-25 00:15:02,1.0
2020-02-18 00:20:02,3,2020-02-18 00:20:02,1,2020-02-17 23:05:02,5.0,2020-02-17 22:50:02,5.0,2020-02-17 22:35:02,4.0,2020-02-20 00:20:02,0.0,2020-02-21 00:20:02,0.0,2020-02-24 00:20:02,19.0,2020-02-18 00:20:02,3,2020-02-11 00:20:27,3.0,2020-02-04 00:20:02,3.0,2020-02-25 00:20:02,1.0
2020-02-18 00:25:02,3,2020-02-18 00:25:02,1,2020-02-17 23:10:02,5.0,2020-02-17 22:55:02,5.0,2020-02-17 22:40:02,4.0,2020-02-20 00:25:02,0.0,2020-02-21 00:25:02,0.0,2020-02-24 00:25:02,19.0,2020-02-18 00:25:02,3,2020-02-11 00:25:02,3.0,2020-02-04 00:25:02,3.0,2020-02-25 00:25:02,1.0
2020-02-18 00:30:02,3,2020-02-18 00:30:02,1,2020-02-17 23:15:02,4.0,2020-02-17 23:00:02,5.0,2020-02-17 22:45:03,5.0,2020-02-20 00:30:02,0.0,2020-02-21 00:30:02,0.0,2020-02-24 00:30:02,19.0,2020-02-18 00:30:02,3,2020-02-11 00:30:02,3.0,2020-02-04 00:30:02,3.0,2020-02-25 00:30:02,1.0
2020-02-18 00:35:02,3,2020-02-18 00:35:02,1,2020-02-17 23:20:27,4.0,2020-02-17 23:05:02,5.0,2020-02-17 22:50:02,5.0,2020-02-20 00:35:02,0.0,2020-02-21 00:35:27,0.0,2020-02-24 00:35:02,19.0,2020-02-18 00:35:02,3,2020-02-11 00:35:02,3.0,2020-02-04 00:35:02,3.0,2020-02-25 00:35:02,1.0
2020-02-18 00:40:02,3,2020-02-18 00:40:02,1,2020-02-17 23:25:02,3.0,2020-02-17 23:10:02,5.0,2020-02-17 22:55:02,5.0,2020-02-20 00:40:02,0.0,2020-02-21 00:40:01,0.0,2020-02-24 00:40:02,19.0,2020-02-18 00:40:02,3,2020-02-11 00:40:02,3.0,2020-02-04 00:40:02,3.0,2020-02-25 00:40:02,1.0
2020-02-18 00:45:02,3,2020-02-18 00:45:02,1,2020-02-17 23:30:01,3.0,2020-02-17 23:15:02,4.0,2020-02-17 23:00:02,5.0,2020-02-20 00:45:03,0.0,2020-02-21 00:45:02,0.0,2020-02-24 00:45:02,19.0,2020-02-18 00:45:02,3,2020-02-11 00:45:02,3.0,2020-02-04 00:45:02,3.0,2020-02-25 00:45:02,1.0
2020-02-18 00:50:03,3,2020-02-18 00:50:03,1,2020-02-17 23:35:02,3.0,2020-02-17 23:20:27,4.0,2020-02-17 23:05:02,5.0,2020-02-20 00:50:03,0.0,2020-02-21 00:50:03,0.0,2020-02-24 00:50:04,19.0,2020-02-18 00:50:03,3,2020-02-11 00:50:29,3.0,2020-02-04 00:50:03,3.0,2020-02-25 00:50:03,1.0
2020-02-18 00:55:02,3,2020-02-18 00:55:02,1,2020-02-17 23:40:02,3.0,2020-02-17 23:25:02,3.0,2020-02-17 23:10:02,5.0,2020-02-20 00:55:02,0.0,2020-02-21 00:55:02,0.0,2020-02-24 00:55:01,19.0,2020-02-18 00:55:02,3,2020-02-11 00:55:02,3.0,2020-02-04 00:55:02,3.0,2020-02-25 00:55:02,1.0
2020-02-18 01:00:02,3,2020-02-18 01:00:02,1,2020-02-17 23:45:02,3.0,2020-02-17 23:30:01,3.0,2020-02-17 23:15:02,4.0,2020-02-20 01:00:02,0.0,2020-02-21 01:00:02,0.0,2020-02-24 01:00:02,19.0,2020-02-18 01:00:02,3,2020-02-11 01:00:02,3.0,2020-02-04 01:00:02,3.0,2020-02-25 01:00:02,1.0
2020-02-18 01:05:02,3,2020-02-18 01:05:02,1,2020-02-17 23:50:02,3.0,2020-02-17 23:35:02,3.0,2020-02-17 23:20:27,4.0,2020-02-20 01:05:02,0.0,2020-02-21 01:05:02,0.0,2020-02-24 01:05:02,19.0,2020-02-18 01:05:02,3,2020-02-11 01:05:02,3.0,2020-02-04 01:05:02,3.0,2020-02-25 01:05:02,1.0
2020-02-18 01:10:02,3,2020-02-18 01:10:02,1,2020-02-17 23:55:02,3.0,2020-02-17 23:40:02,3.0,2020-02-17 23:25:02,3.0,2020-02-20 01:10:02,0.0,2020-02-21 01:10:02,0.0,2020-02-24 01:10:02,19.0,2020-02-18 01:10:02,3,2020-02-11 01:10:02,3.0,2020-02-04 01:10:02,3.0,2020-02-25 01:10:02,1.0
2020-02-18 01:15:02,3,2020-02-18 01:15:02,1,2020-02-18 00:00:02,3.0,2020-02-17 23:45:02,3.0,2020-02-17 23:30:01,3.0,2020-02-20 01:15:02,0.0,2020-02-21 01:15:02,0.0,2020-02-24 01:15:02,19.0,2020-02-18 01:15:02,3,2020-02-11 01:15:02,3.0,2020-02-04 01:15:02,3.0,2020-02-25 01:15:02,1.0
2020-02-18 01:20:02,3,2020-02-18 01:20:02,1,2020-02-18 00:05:02,3.0,2020-02-17 23:50:02,3.0,2020-02-17 23:35:02,3.0,2020-02-20 01:20:02,0.0,2020-02-21 01:20:02,0.0,2020-02-24 01:20:02,19.0,2020-02-18 01:20:02,3,2020-02-11 01:20:02,3.0,2020-02-04 01:20:02,3.0,2020-02-25 01:20:02,1.0
2020-02-18 01:25:02,3,2020-02-18 01:25:02,1,2020-02-18 00:10:02,3.0,2020-02-17 23:55:02,3.0,2020-02-17 23:40:02,3.0,2020-02-20 01:25:02,0.0,2020-02-21 01:25:02,0.0,2020-02-24 01:25:02,19.0,2020-02-18 01:25:02,3,2020-02-11 01:25:02,3.0,2020-02-04 01:25:02,3.0,2020-02-25 01:25:02,1.0
2020-02-18 01:30:02,3,2020-02-18 01:30:02,1,2020-02-18 00:15:02,3.0,2020-02-18 00:00:02,3.0,2020-02-17 23:45:02,3.0,2020-02-20 01:30:02,0.0,2020-02-21 01:30:01,0.0,2020-02-24 01:30:02,19.0,2020-02-18 01:30:02,3,2020-02-11 01:30:02,3.0,2020-02-04 01:30:02,3.0,2020-02-25 01:30:02,1.0
2020-02-18 01:35:02,3,2020-02-18 01:35:02,1,2020-02-18 00:20:02,3.0,2020-02-18 00:05:02,3.0,2020-02-17 23:50:02,3.0,2020-02-20 01:35:02,0.0,2020-02-21 01:35:02,0.0,2020-02-24 01:35:03,19.0,2020-02-18 01:35:02,3,2020-02-11 01:35:02,3.0,2020-02-04 01:35:02,3.0,2020-02-25 01:35:02,1.0
2020-02-18 01:40:02,3,2020-02-18 01:40:02,1,2020-02-18 00:25:02,3.0,2020-02-18 00:10:02,3.0,2020-02-17 23:55:02,3.0,2020-02-20 01:40:02,0.0,2020-02-21 01:40:02,0.0,2020-02-24 01:40:02,19.0,2020-02-18 01:40:02,3,2020-02-11 01:40:02,3.0,2020-02-04 01:40:02,3.0,2020-02-25 01:40:02,1.0
2020-02-18 01:45:02,3,2020-02-18 01:45:02,1,2020-02-18 00:30:02,3.0,2020-02-18 00:15:02,3.0,2020-02-18 00:00:02,3.0,2020-02-20 01:45:02,0.0,2020-02-21 01:45:02,0.0,2020-02-24 01:45:02,19.0,2020-02-18 01:45:02,3,2020-02-11 01:45:02,3.0,2020-02-04 01:45:02,3.0,2020-02-25 01:45:02,1.0
2020-02-18 01:50:02,3,2020-02-18 01:50:02,1,2020-02-18 00:35:02,3.0,2020-02-18 00:20:02,3.0,2020-02-18 00:05:02,3.0,2020-02-20 01:50:02,0.0,2020-02-21 01:50:02,0.0,2020-02-24 01:50:02,19.0,2020-02-18 01:50:02,3,2020-02-11 01:50:02,3.0,2020-02-04 01:50:02,3.0,2020-02-25 01:50:02,1.0
2020-02-18 01:55:02,3,2020-02-18 01:55:02,1,2020-02-18 00:40:02,3.0,2020-02-18 00:25:02,3.0,2020-02-18 00:10:02,3.0,2020-02-20 01:55:02,0.0,2020-02-21 01:55:02,0.0,2020-02-24 01:55:02,19.0,2020-02-18 01:55:02,3,2020-02-11 01:55:02,3.0,2020-02-04 01:55:02,3.0,2020-02-25 01:55:02,1.0
2020-02-18 02:00:02,3,2020-02-18 02:00:02,1,2020-02-18 00:45:02,3.0,2020-02-18 00:30:02,3.0,2020-02-18 00:15:02,3.0,2020-02-20 02:00:02,0.0,2020-02-21 02:00:02,0.0,2020-02-24 02:00:02,19.0,2020-02-18 02:00:02,3,2020-02-11 02:00:02,3.0,2020-02-04 02:00:02,3.0,2020-02-25 02:00:02,1.0
2020-02-18 02:05:02,3,2020-02-18 02:05:02,1,2020-02-18 00:50:03,3.0,2020-02-18 00:35:02,3.0,2020-02-18 00:20:02,3.0,2020-02-20 02:05:02,0.0,2020-02-21 02:05:02,0.0,2020-02-24 02:05:02,19.0,2020-02-18 02:05:02,3,2020-02-11 02:05:02,3.0,2020-02-04 02:05:02,3.0,2020-02-25 02:05:02,1.0
2020-02-18 02:10:02,3,2020-02-18 02:10:02,1,2020-02-18 00:55:02,3.0,2020-02-18 00:40:02,3.0,2020-02-18 00:25:02,3.0,2020-02-20 02:10:02,0.0,2020-02-21 02:10:02,0.0,2020-02-24 02:10:02,19.0,2020-02-18 02:10:02,3,2020-02-11 02:10:02,3.0,2020-02-04 02:10:02,3.0,2020-02-25 02:10:02,1.0
2020-02-18 02:15:02,3,2020-02-18 02:15:02,1,2020-02-18 01:00:02,3.0,2020-02-18 00:45:02,3.0,2020-02-18 00:30:02,3.0,2020-02-20 02:15:02,0.0,2020-02-21 02:15:02,0.0,2020-02-24 02:15:02,19.0,2020-02-18 02:15:02,3,2020-02-11 02:15:02,3.0,2020-02-04 02:15:01,3.0,2020-02-25 02:15:02,1.0
2020-02-18 02:20:02,3,2020-02-18 02:20:02,1,2020-02-18 01:05:02,3.0,2020-02-18 00:50:03,3.0,2020-02-18 00:35:02,3.0,2020-02-20 02:20:02,0.0,2020-02-21 02:20:02,0.0,2020-02-24 02:20:02,19.0,2020-02-18 02:20:02,3,2020-02-11 02:20:02,3.0,2020-02-04 02:20:02,3.0,2020-02-25 02:20:02,1.0
2020-02-18 02:25:02,3,2020-02-18 02:25:02,1,2020-02-18 01:10:02,3.0,2020-02-18 00:55:02,3.0,2020-02-18 00:40:02,3.0,2020-02-20 02:25:02,0.0,2020-02-21 02:25:02,0.0,2020-02-24 02:25:02,19.0,2020-02-18 02:25:02,3,2020-02-11 02:25:02,3.0,2020-02-04 02:25:02,3.0,2020-02-25 02:25:02,1.0
2020-02-18 02:30:02,3,2020-02-18 02:30:02,1,2020-02-18 01:15:02,3.0,2020-02-18 01:00:02,3.0,2020-02-18 00:45:02,3.0,2020-02-20 02:30:02,0.0,2020-02-21 02:30:02,0.0,2020-02-24 02:30:02,19.0,2020-02-18 02:30:02,3,2020-02-11 02:30:02,3.0,2020-02-04 02:30:02,3.0,2020-02-25 02:30:02,1.0
2020-02-18 02:35:02,3,2020-02-18 02:35:02,1,2020-02-18 01:20:02,3.0,2020-02-18 01:05:02,3.0,2020-02-18 00:50:03,3.0,2020-02-20 02:35:02,0.0,2020-02-21 02:35:02,0.0,2020-02-24 02:35:02,19.0,2020-02-18 02:35:02,3,2020-02-11 02:35:02,3.0,2020-02-04 02:35:02,3.0,2020-02-25 02:35:02,1.0
2020-02-18 02:40:02,3,2020-02-18 02:40:02,1,2020-02-18 01:25:02,3.0,2020-02-18 01:10:02,3.0,2020-02-18 00:55:02,3.0,2020-02-20 02:40:02,0.0,2020-02-21 02:40:02,0.0,2020-02-24 02:40:02,19.0,2020-02-18 02:40:02,3,2020-02-11 02:40:02,3.0,2020-02-04 02:40:03,3.0,2020-02-25 02:40:02,1.0
2020-02-18 02:45:02,3,2020-02-18 02:45:02,1,2020-02-18 01:30:02,3.0,2020-02-18 01:15:02,3.0,2020-02-18 01:00:02,3.0,2020-02-20 02:45:02,0.0,2020-02-21 02:45:02,0.0,2020-02-24 02:45:03,19.0,2020-02-18 02:45:02,3,2020-02-11 02:45:02,3.0,2020-02-04 02:45:02,3.0,2020-02-25 02:45:02,1.0
2020-02-18 02:50:02,3,2020-02-18 02:50:02,1,2020-02-18 01:35:02,3.0,2020-02-18 01:20:02,3.0,2020-02-18 01:05:02,3.0,2020-02-20 02:50:02,0.0,2020-02-21 02:50:02,0.0,2020-02-24 02:50:02,19.0,2020-02-18 02:50:02,3,2020-02-11 02:50:02,3.0,2020-02-04 02:50:02,3.0,2020-02-25 02:50:02,1.0
2020-02-18 02:55:02,3,2020-02-18 02:55:02,1,2020-02-18 01:40:02,3.0,2020-02-18 01:25:02,3.0,2020-02-18 01:10:02,3.0,2020-02-20 02:55:02,0.0,2020-02-21 02:55:02,0.0,2020-02-24 02:55:02,19.0,2020-02-18 02:55:02,3,2020-02-11 02:55:02,3.0,2020-02-04 02:55:02,3.0,2020-02-25 02:55:02,1.0
2020-02-18 03:00:02,3,2020-02-18 03:00:02,1,2020-02-18 01:45:02,3.0,2020-02-18 01:30:02,3.0,2020-02-18 01:15:02,3.0,2020-02-20 03:00:27,0.0,2020-02-21 03:00:02,0.0,2020-02-24 03:00:02,19.0,2020-02-18 03:00:02,3,2020-02-11 03:00:02,3.0,2020-02-04 03:00:27,3.0,2020-02-25 03:00:02,1.0
2020-02-18 03:05:02,3,2020-02-18 03:05:02,1,2020-02-18 01:50:02,3.0,2020-02-18 01:35:02,3.0,2020-02-18 01:20:02,3.0,2020-02-20 03:05:02,0.0,2020-02-21 03:05:02,0.0,2020-02-24 03:05:02,19.0,2020-02-18 03:05:02,3,2020-02-11 03:05:02,3.0,2020-02-04 03:05:02,3.0,2020-02-25 03:05:02,1.0
2020-02-18 03:10:02,3,2020-02-18 03:10:02,1,2020-02-18 01:55:02,3.0,2020-02-18 01:40:02,3.0,2020-02-18 01:25:02,3.0,2020-02-20 03:10:02,0.0,2020-02-21 03:10:02,0.0,2020-02-24 03:10:02,19.0,2020-02-18 03:10:02,3,2020-02-11 03:10:02,3.0,2020-02-04 03:10:02,3.0,2020-02-25 03:10:02,1.0
2020-02-18 03:15:02,3,2020-02-18 03:15:02,1,2020-02-18 02:00:02,3.0,2020-02-18 01:45:02,3.0,2020-02-18 01:30:02,3.0,2020-02-20 03:15:02,0.0,2020-02-21 03:15:02,0.0,2020-02-24 03:15:02,19.0,2020-02-18 03:15:02,3,2020-02-11 03:15:02,3.0,2020-02-04 03:15:02,3.0,2020-02-25 03:15:02,1.0
2020-02-18 03:20:02,3,2020-02-18 03:20:02,1,2020-02-18 02:05:02,3.0,2020-02-18 01:50:02,3.0,2020-02-18 01:35:02,3.0,2020-02-20 03:20:02,0.0,2020-02-21 03:20:02,0.0,2020-02-24 03:20:02,19.0,2020-02-18 03:20:02,3,2020-02-11 03:20:02,3.0,2020-02-04 03:20:02,3.0,2020-02-25 03:20:27,1.0
2020-02-18 03:25:02,3,2020-02-18 03:25:02,1,2020-02-18 02:10:02,3.0,2020-02-18 01:55:02,3.0,2020-02-18 01:40:02,3.0,2020-02-20 03:25:02,0.0,2020-02-21 03:25:02,0.0,2020-02-24 03:25:02,19.0,2020-02-18 03:25:02,3,2020-02-11 03:25:02,3.0,2020-02-04 03:25:02,3.0,2020-02-25 03:25:02,1.0
2020-02-18 03:30:02,3,2020-02-18 03:30:02,1,2020-02-18 02:15:02,3.0,2020-02-18 02:00:02,3.0,2020-02-18 01:45:02,3.0,2020-02-20 03:30:02,0.0,2020-02-21 03:30:02,0.0,2020-02-24 03:30:02,19.0,2020-02-18 03:30:02,3,2020-02-11 03:30:02,3.0,2020-02-04 03:30:02,3.0,2020-02-25 03:30:02,1.0
2020-02-18 03:35:02,3,2020-02-18 03:35:02,1,2020-02-18 02:20:02,3.0,2020-02-18 02:05:02,3.0,2020-02-18 01:50:02,3.0,2020-02-20 03:35:02,0.0,2020-02-21 03:35:02,0.0,2020-02-24 03:35:02,19.0,2020-02-18 03:35:02,3,2020-02-11 03:35:02,3.0,2020-02-04 03:35:02,3.0,2020-02-25 03:35:02,1.0
2020-02-18 03:40:02,3,2020-02-18 03:40:02,1,2020-02-18 02:25:02,3.0,2020-02-18 02:10:02,3.0,2020-02-18 01:55:02,3.0,2020-02-20 03:40:02,0.0,2020-02-21 03:40:02,0.0,2020-02-24 03:40:02,19.0,2020-02-18 03:40:02,3,2020-02-11 03:40:02,3.0,2020-02-04 03:40:02,3.0,2020-02-25 03:40:02,1.0
2020-02-18 03:45:02,3,2020-02-18 03:45:02,1,2020-02-18 02:30:02,3.0,2020-02-18 02:15:02,3.0,2020-02-18 02:00:02,3.0,2020-02-20 03:45:02,0.0,2020-02-21 03:45:02,0.0,2020-02-24 03:45:02,19.0,2020-02-18 03:45:02,3,2020-02-11 03:45:02,3.0,2020-02-04 03:45:02,3.0,2020-02-25 03:45:02,1.0
2020-02-18 03:50:02,3,2020-02-18 03:50:02,1,2020-02-18 02:35:02,3.0,2020-02-18 02:20:02,3.0,2020-02-18 02:05:02,3.0,2020-02-20 03:50:02,0.0,2020-02-21 03:50:02,0.0,2020-02-24 03:50:02,19.0,2020-02-18 03:50:02,3,2020-02-11 03:50:02,3.0,2020-02-04 03:50:02,3.0,2020-02-25 03:50:02,1.0
2020-02-18 03:55:02,3,2020-02-18 03:55:02,1,2020-02-18 02:40:02,3.0,2020-02-18 02:25:02,3.0,2020-02-18 02:10:02,3.0,2020-02-20 03:55:02,0.0,2020-02-21 03:55:02,0.0,2020-02-24 03:55:02,19.0,2020-02-18 03:55:02,3,2020-02-11 03:55:02,3.0,2020-02-04 03:55:02,3.0,2020-02-25 03:55:03,1.0
2020-02-18 04:00:02,3,2020-02-18 04:00:02,1,2020-02-18 02:45:02,3.0,2020-02-18 02:30:02,3.0,2020-02-18 02:15:02,3.0,2020-02-20 04:00:02,0.0,2020-02-21 04:00:02,0.0,2020-02-24 04:00:02,19.0,2020-02-18 04:00:02,3,2020-02-11 04:00:02,3.0,2020-02-04 04:00:02,3.0,2020-02-25 04:00:02,1.0
2020-02-18 04:05:02,3,2020-02-18 04:05:02,1,2020-02-18 02:50:02,3.0,2020-02-18 02:35:02,3.0,2020-02-18 02:20:02,3.0,2020-02-20 04:05:02,0.0,2020-02-21 04:05:02,0.0,2020-02-24 04:05:02,19.0,2020-02-18 04:05:02,3,2020-02-11 04:05:01,3.0,2020-02-04 04:05:01,3.0,2020-02-25 04:05:02,1.0
2020-02-18 04:10:02,3,2020-02-18 04:10:02,1,2020-02-18 02:55:02,3.0,2020-02-18 02:40:02,3.0,2020-02-18 02:25:02,3.0,2020-02-20 04:10:02,0.0,2020-02-21 04:10:02,0.0,2020-02-24 04:10:02,19.0,2020-02-18 04:10:02,3,2020-02-11 04:10:02,3.0,2020-02-04 04:10:02,3.0,2020-02-25 04:10:02,1.0
2020-02-18 04:15:03,3,2020-02-18 04:15:03,1,2020-02-18 03:00:02,3.0,2020-02-18 02:45:02,3.0,2020-02-18 02:30:02,3.0,2020-02-20 04:15:02,0.0,2020-02-21 04:15:02,0.0,2020-02-24 04:15:02,19.0,2020-02-18 04:15:03,3,2020-02-11 04:15:02,3.0,2020-02-04 04:15:02,3.0,2020-02-25 04:15:02,1.0
2020-02-18 04:20:02,3,2020-02-18 04:20:02,1,2020-02-18 03:05:02,3.0,2020-02-18 02:50:02,3.0,2020-02-18 02:35:02,3.0,2020-02-20 04:20:02,0.0,2020-02-21 04:20:02,0.0,2020-02-24 04:20:02,19.0,2020-02-18 04:20:02,3,2020-02-11 04:20:02,3.0,2020-02-04 04:20:02,3.0,2020-02-25 04:20:02,1.0
2020-02-18 04:25:02,3,2020-02-18 04:25:02,1,2020-02-18 03:10:02,3.0,2020-02-18 02:55:02,3.0,2020-02-18 02:40:02,3.0,2020-02-20 04:25:02,0.0,2020-02-21 04:25:02,0.0,2020-02-24 04:25:02,19.0,2020-02-18 04:25:02,3,2020-02-11 04:25:02,3.0,2020-02-04 04:25:02,3.0,2020-02-25 04:25:02,1.0
2020-02-18 04:30:02,3,2020-02-18 04:30:02,1,2020-02-18 03:15:02,3.0,2020-02-18 03:00:02,3.0,2020-02-18 02:45:02,3.0,2020-02-20 04:30:02,0.0,2020-02-21 04:30:02,0.0,2020-02-24 04:30:02,19.0,2020-02-18 04:30:02,3,2020-02-11 04:30:01,3.0,2020-02-04 04:30:02,3.0,2020-02-25 04:30:02,1.0
2020-02-18 04:35:03,3,2020-02-18 04:35:03,1,2020-02-18 03:20:02,3.0,2020-02-18 03:05:02,3.0,2020-02-18 02:50:02,3.0,2020-02-20 04:35:02,0.0,2020-02-21 04:35:02,0.0,2020-02-24 04:35:02,19.0,2020-02-18 04:35:03,3,2020-02-11 04:35:02,3.0,2020-02-04 04:35:02,3.0,2020-02-25 04:35:02,1.0
2020-02-18 04:40:02,3,2020-02-18 04:40:02,1,2020-02-18 03:25:02,3.0,2020-02-18 03:10:02,3.0,2020-02-18 02:55:02,3.0,2020-02-20 04:40:02,0.0,2020-02-21 04:40:02,0.0,2020-02-24 04:40:02,19.0,2020-02-18 04:40:02,3,2020-02-11 04:40:02,3.0,2020-02-04 04:40:02,3.0,2020-02-25 04:40:02,1.0
2020-02-18 04:45:02,3,2020-02-18 04:45:02,1,2020-02-18 03:30:02,3.0,2020-02-18 03:15:02,3.0,2020-02-18 03:00:02,3.0,2020-02-20 04:45:02,0.0,2020-02-21 04:45:02,0.0,2020-02-24 04:45:02,19.0,2020-02-18 04:45:02,3,2020-02-11 04:45:02,3.0,2020-02-04 04:45:02,3.0,2020-02-25 04:45:02,1.0
2020-02-18 04:50:02,3,2020-02-18 04:50:02,1,2020-02-18 03:35:02,3.0,2020-02-18 03:20:02,3.0,2020-02-18 03:05:02,3.0,2020-02-20 04:50:02,0.0,2020-02-21 04:50:02,0.0,2020-02-24 04:50:02,19.0,2020-02-18 04:50:02,3,2020-02-11 04:50:02,3.0,2020-02-04 04:50:02,3.0,2020-02-25 04:50:02,1.0
2020-02-18 04:55:02,3,2020-02-18 04:55:02,1,2020-02-18 03:40:02,3.0,2020-02-18 03:25:02,3.0,2020-02-18 03:10:02,3.0,2020-02-20 04:55:02,0.0,2020-02-21 04:55:02,0.0,2020-02-24 04:55:02,19.0,2020-02-18 04:55:02,3,2020-02-11 04:55:02,3.0,2020-02-04 04:55:02,3.0,2020-02-25 04:55:02,1.0
2020-02-18 05:00:02,3,2020-02-18 05:00:02,1,2020-02-18 03:45:02,3.0,2020-02-18 03:30:02,3.0,2020-02-18 03:15:02,3.0,2020-02-20 05:00:02,0.0,2020-02-21 05:00:02,0.0,2020-02-24 05:00:02,19.0,2020-02-18 05:00:02,3,2020-02-11 05:00:02,3.0,2020-02-04 05:00:02,3.0,2020-02-25 05:00:02,1.0
2020-02-18 05:05:02,3,2020-02-18 05:05:02,1,2020-02-18 03:50:02,3.0,2020-02-18 03:35:02,3.0,2020-02-18 03:20:02,3.0,2020-02-20 05:05:02,0.0,2020-02-21 05:05:02,0.0,2020-02-24 05:05:02,19.0,2020-02-18 05:05:02,3,2020-02-11 05:05:02,3.0,2020-02-04 05:05:02,3.0,2020-02-25 05:05:02,1.0
2020-02-18 05:10:02,3,2020-02-18 05:10:02,1,2020-02-18 03:55:02,3.0,2020-02-18 03:40:02,3.0,2020-02-18 03:25:02,3.0,2020-02-20 05:10:02,0.0,2020-02-21 05:10:03,0.0,2020-02-24 05:10:02,19.0,2020-02-18 05:10:02,3,2020-02-11 05:10:02,3.0,2020-02-04 05:10:02,3.0,2020-02-25 05:10:02,1.0
2020-02-18 05:15:02,3,2020-02-18 05:15:02,1,2020-02-18 04:00:02,3.0,2020-02-18 03:45:02,3.0,2020-02-18 03:30:02,3.0,2020-02-20 05:15:02,0.0,2020-02-21 05:15:02,0.0,2020-02-24 05:15:02,19.0,2020-02-18 05:15:02,3,2020-02-11 05:15:02,3.0,2020-02-04 05:15:02,3.0,2020-02-25 05:15:02,1.0
2020-02-18 05:20:02,3,2020-02-18 05:20:02,1,2020-02-18 04:05:02,3.0,2020-02-18 03:50:02,3.0,2020-02-18 03:35:02,3.0,2020-02-20 05:20:02,0.0,2020-02-21 05:20:02,0.0,2020-02-24 05:20:02,19.0,2020-02-18 05:20:02,3,2020-02-11 05:20:02,3.0,2020-02-04 05:20:02,3.0,2020-02-25 05:20:02,2.0
2020-02-18 05:25:03,3,2020-02-18 05:25:03,1,2020-02-18 04:10:02,3.0,2020-02-18 03:55:02,3.0,2020-02-18 03:40:02,3.0,2020-02-20 05:25:02,0.0,2020-02-21 05:25:02,0.0,2020-02-24 05:25:02,19.0,2020-02-18 05:25:03,3,2020-02-11 05:25:02,3.0,2020-02-04 05:25:02,3.0,2020-02-25 05:25:02,2.0
2020-02-18 05:30:02,4,2020-02-18 05:30:02,1,2020-02-18 04:15:03,3.0,2020-02-18 04:00:02,3.0,2020-02-18 03:45:02,3.0,2020-02-20 05:30:02,0.0,2020-02-21 05:30:02,0.0,2020-02-24 05:30:02,19.0,2020-02-18 05:30:02,4,2020-02-11 05:30:02,3.0,2020-02-04 05:30:02,3.0,2020-02-25 05:30:02,3.0
2020-02-18 05:35:02,4,2020-02-18 05:35:02,1,2020-02-18 04:20:02,3.0,2020-02-18 04:05:02,3.0,2020-02-18 03:50:02,3.0,2020-02-20 05:35:02,2.0,2020-02-21 05:35:01,1.0,2020-02-24 05:35:02,19.0,2020-02-18 05:35:02,4,2020-02-11 05:35:02,3.0,2020-02-04 05:35:02,3.0,2020-02-25 05:35:02,3.0
2020-02-18 05:40:02,4,2020-02-18 05:40:02,1,2020-02-18 04:25:02,3.0,2020-02-18 04:10:02,3.0,2020-02-18 03:55:02,3.0,2020-02-20 05:40:02,2.0,2020-02-21 05:40:02,1.0,2020-02-24 05:40:02,19.0,2020-02-18 05:40:02,4,2020-02-11 05:40:02,3.0,2020-02-04 05:40:02,3.0,2020-02-25 05:40:02,3.0
