,Original Time,k-3-q,k-2-q,k-1-q,Occupancy,Occupancy Time
0,2020-01-01 06:25:02,0.45,0.45,0.45,0.475,2020-01-01 06:50:02
1,2020-01-01 06:30:02,0.45,0.45,0.45,0.475,2020-01-01 06:55:02
2,2020-01-01 06:35:02,0.45,0.45,0.475,0.45,2020-01-01 07:00:02
3,2020-01-01 06:40:03,0.45,0.475,0.475,0.45,2020-01-01 07:05:02
4,2020-01-01 06:45:02,0.475,0.475,0.475,0.45,2020-01-01 07:10:02
5,2020-01-01 06:50:02,0.475,0.475,0.45,0.475,2020-01-01 07:15:02
6,2020-01-01 06:55:02,0.475,0.45,0.45,0.475,2020-01-01 07:20:02
7,2020-01-01 07:00:02,0.45,0.45,0.45,0.475,2020-01-01 07:25:02
8,2020-01-01 07:05:02,0.45,0.45,0.475,0.475,2020-01-01 07:30:02
9,2020-01-01 07:10:02,0.45,0.475,0.475,0.475,2020-01-01 07:35:02
10,2020-01-01 07:15:02,0.475,0.475,0.475,0.475,2020-01-01 07:40:02
11,2020-01-01 07:20:02,0.475,0.475,0.475,0.475,2020-01-01 07:45:02
12,2020-01-01 07:25:02,0.475,0.475,0.475,0.475,2020-01-01 07:50:02
13,2020-01-01 07:30:02,0.475,0.475,0.475,0.45,2020-01-01 07:55:02
14,2020-01-01 07:35:02,0.475,0.475,0.475,0.45,2020-01-01 08:00:02
15,2020-01-01 07:40:02,0.475,0.475,0.475,0.45,2020-01-01 08:05:02
16,2020-01-01 07:45:02,0.475,0.475,0.45,0.45,2020-01-01 08:10:02
17,2020-01-01 07:50:02,0.475,0.45,0.45,0.45,2020-01-01 08:15:02
18,2020-01-01 07:55:02,0.45,0.45,0.45,0.45,2020-01-01 08:20:02
19,2020-01-01 08:00:02,0.45,0.45,0.45,0.45,2020-01-01 08:25:02
20,2020-01-01 08:05:02,0.45,0.45,0.45,0.45,2020-01-01 08:30:02
21,2020-01-01 08:10:02,0.45,0.45,0.45,0.475,2020-01-01 08:35:02
22,2020-01-01 08:15:02,0.45,0.45,0.45,0.475,2020-01-01 08:40:02
23,2020-01-01 08:20:02,0.45,0.45,0.45,0.475,2020-01-01 08:45:02
24,2020-01-01 08:25:02,0.45,0.45,0.475,0.475,2020-01-01 08:50:02
25,2020-01-01 08:30:02,0.45,0.475,0.475,0.475,2020-01-01 08:55:02
26,2020-01-01 08:35:02,0.475,0.475,0.475,0.475,2020-01-01 09:00:02
27,2020-01-01 08:40:02,0.475,0.475,0.475,0.45,2020-01-01 09:05:02
28,2020-01-01 08:45:02,0.475,0.475,0.475,0.45,2020-01-01 09:10:01
29,2020-01-01 08:50:02,0.475,0.475,0.475,0.45,2020-01-01 09:15:02
30,2020-01-01 08:55:02,0.475,0.475,0.45,0.45,2020-01-01 09:20:02
31,2020-01-01 09:00:02,0.475,0.45,0.45,0.45,2020-01-01 09:25:02
32,2020-01-01 09:05:02,0.45,0.45,0.45,0.45,2020-01-01 09:30:02
33,2020-01-01 09:10:01,0.45,0.45,0.45,0.475,2020-01-01 09:35:02
34,2020-01-01 09:15:02,0.45,0.45,0.45,0.475,2020-01-01 09:40:02
35,2020-01-01 09:20:02,0.45,0.45,0.45,0.475,2020-01-01 09:45:02
36,2020-01-01 09:25:02,0.45,0.45,0.475,0.475,2020-01-01 09:50:02
37,2020-01-01 09:30:02,0.45,0.475,0.475,0.475,2020-01-01 09:55:02
38,2020-01-01 09:35:02,0.475,0.475,0.475,0.475,2020-01-01 10:00:02
39,2020-01-01 09:40:02,0.475,0.475,0.475,0.475,2020-01-01 10:05:02
40,2020-01-01 09:45:02,0.475,0.475,0.475,0.475,2020-01-01 10:10:02
41,2020-01-01 09:50:02,0.475,0.475,0.475,0.475,2020-01-01 10:15:02
42,2020-01-01 09:55:02,0.475,0.475,0.475,0.45,2020-01-01 10:20:02
43,2020-01-01 10:00:02,0.475,0.475,0.475,0.45,2020-01-01 10:25:02
44,2020-01-01 10:05:02,0.475,0.475,0.475,0.475,2020-01-01 10:30:02
45,2020-01-01 10:10:02,0.475,0.475,0.45,0.475,2020-01-01 10:35:02
46,2020-01-01 10:15:02,0.475,0.45,0.45,0.475,2020-01-01 10:40:27
47,2020-01-01 10:20:02,0.45,0.45,0.475,0.475,2020-01-01 10:45:02
48,2020-01-01 10:25:02,0.45,0.475,0.475,0.475,2020-01-01 10:50:02
49,2020-01-01 10:30:02,0.475,0.475,0.475,0.475,2020-01-01 10:55:02
50,2020-01-01 10:35:02,0.475,0.475,0.475,0.45,2020-01-01 11:00:02
51,2020-01-01 10:40:27,0.475,0.475,0.475,0.45,2020-01-01 11:05:02
52,2020-01-01 10:45:02,0.475,0.475,0.475,0.475,2020-01-01 11:10:02
53,2020-01-01 10:50:02,0.475,0.475,0.45,0.5,2020-01-01 11:15:03
54,2020-01-01 10:55:02,0.475,0.45,0.45,0.5,2020-01-01 11:20:02
55,2020-01-01 11:00:02,0.45,0.45,0.475,0.5,2020-01-01 11:25:02
56,2020-01-01 11:05:02,0.45,0.475,0.5,0.5,2020-01-01 11:30:02
57,2020-01-01 11:10:02,0.475,0.5,0.5,0.525,2020-01-01 11:35:02
58,2020-01-01 11:15:03,0.5,0.5,0.5,0.575,2020-01-01 11:40:02
59,2020-01-01 11:20:02,0.5,0.5,0.5,0.575,2020-01-01 11:45:02
60,2020-01-01 11:25:02,0.5,0.5,0.525,0.575,2020-01-01 11:50:02
61,2020-01-01 11:30:02,0.5,0.525,0.575,0.55,2020-01-01 11:55:02
62,2020-01-01 11:35:02,0.525,0.575,0.575,0.55,2020-01-01 12:00:02
63,2020-01-01 11:40:02,0.575,0.575,0.575,0.575,2020-01-01 12:05:02
64,2020-01-01 11:45:02,0.575,0.575,0.55,0.575,2020-01-01 12:10:02
65,2020-01-01 11:50:02,0.575,0.55,0.55,0.575,2020-01-01 12:15:02
66,2020-01-01 11:55:02,0.55,0.55,0.575,0.575,2020-01-01 12:20:02
67,2020-01-01 12:00:02,0.55,0.575,0.575,0.575,2020-01-01 12:25:02
68,2020-01-01 12:05:02,0.575,0.575,0.575,0.55,2020-01-01 12:30:03
69,2020-01-01 12:10:02,0.575,0.575,0.575,0.525,2020-01-01 12:35:02
70,2020-01-01 12:15:02,0.575,0.575,0.575,0.525,2020-01-01 12:40:02
71,2020-01-01 12:20:02,0.575,0.575,0.55,0.475,2020-01-01 12:45:02
72,2020-01-01 12:25:02,0.575,0.55,0.525,0.475,2020-01-01 12:50:02
73,2020-01-01 12:30:03,0.55,0.525,0.525,0.475,2020-01-01 12:55:02
74,2020-01-01 12:35:02,0.525,0.525,0.475,0.475,2020-01-01 13:00:02
75,2020-01-01 12:40:02,0.525,0.475,0.475,0.425,2020-01-01 13:05:02
76,2020-01-01 12:45:02,0.475,0.475,0.475,0.45,2020-01-01 13:10:02
77,2020-01-01 12:50:02,0.475,0.475,0.475,0.5,2020-01-01 13:15:02
78,2020-01-01 12:55:02,0.475,0.475,0.425,0.5,2020-01-01 13:20:03
79,2020-01-01 13:00:02,0.475,0.425,0.45,0.5,2020-01-01 13:25:02
80,2020-01-01 13:05:02,0.425,0.45,0.5,0.525,2020-01-01 13:30:02
81,2020-01-01 13:10:02,0.45,0.5,0.5,0.525,2020-01-01 13:35:02
82,2020-01-01 13:15:02,0.5,0.5,0.5,0.525,2020-01-01 13:40:02
83,2020-01-01 13:20:03,0.5,0.5,0.525,0.55,2020-01-01 13:45:02
84,2020-01-01 13:25:02,0.5,0.525,0.525,0.55,2020-01-01 13:50:02
85,2020-01-01 13:30:02,0.525,0.525,0.525,0.55,2020-01-01 13:55:02
86,2020-01-01 13:35:02,0.525,0.525,0.55,0.55,2020-01-01 14:00:02
87,2020-01-01 13:40:02,0.525,0.55,0.55,0.55,2020-01-01 14:05:02
88,2020-01-01 13:45:02,0.55,0.55,0.55,0.55,2020-01-01 14:10:01
89,2020-01-01 13:50:02,0.55,0.55,0.55,0.525,2020-01-01 14:15:02
90,2020-01-01 13:55:02,0.55,0.55,0.55,0.55,2020-01-01 14:20:02
91,2020-01-01 14:00:02,0.55,0.55,0.55,0.5,2020-01-01 14:25:02
92,2020-01-01 14:05:02,0.55,0.55,0.525,0.525,2020-01-01 14:30:02
93,2020-01-01 14:10:01,0.55,0.525,0.55,0.525,2020-01-01 14:35:02
94,2020-01-01 14:15:02,0.525,0.55,0.5,0.525,2020-01-01 14:40:02
95,2020-01-01 14:20:02,0.55,0.5,0.525,0.525,2020-01-01 14:45:02
96,2020-01-01 14:25:02,0.5,0.525,0.525,0.6,2020-01-01 14:50:02
97,2020-01-01 14:30:02,0.525,0.525,0.525,0.625,2020-01-01 14:55:02
98,2020-01-01 14:35:02,0.525,0.525,0.525,0.625,2020-01-01 15:00:27
99,2020-01-01 14:40:02,0.525,0.525,0.6,0.6,2020-01-01 15:05:02
100,2020-01-01 14:45:02,0.525,0.6,0.625,0.6,2020-01-01 15:10:02
101,2020-01-01 14:50:02,0.6,0.625,0.625,0.6,2020-01-01 15:15:02
102,2020-01-01 14:55:02,0.625,0.625,0.6,0.6,2020-01-01 15:20:02
103,2020-01-01 15:00:27,0.625,0.6,0.6,0.6,2020-01-01 15:25:02
104,2020-01-01 15:05:02,0.6,0.6,0.6,0.525,2020-01-01 15:30:02
105,2020-01-01 15:10:02,0.6,0.6,0.6,0.525,2020-01-01 15:35:02
106,2020-01-01 15:15:02,0.6,0.6,0.6,0.525,2020-01-01 15:40:02
107,2020-01-01 15:20:02,0.6,0.6,0.525,0.525,2020-01-01 15:45:02
108,2020-01-01 15:25:02,0.6,0.525,0.525,0.525,2020-01-01 15:50:02
109,2020-01-01 15:30:02,0.525,0.525,0.525,0.525,2020-01-01 15:55:02
110,2020-01-01 15:35:02,0.525,0.525,0.525,0.525,2020-01-01 16:00:02
111,2020-01-01 15:40:02,0.525,0.525,0.525,0.525,2020-01-01 16:05:27
112,2020-01-01 15:45:02,0.525,0.525,0.525,0.5,2020-01-01 16:10:02
113,2020-01-01 15:50:02,0.525,0.525,0.525,0.5,2020-01-01 16:15:02
114,2020-01-01 15:55:02,0.525,0.525,0.525,0.475,2020-01-01 16:20:02
115,2020-01-01 16:00:02,0.525,0.525,0.5,0.5,2020-01-01 16:25:02
116,2020-01-01 16:05:27,0.525,0.5,0.5,0.5,2020-01-01 16:30:03
117,2020-01-01 16:10:02,0.5,0.5,0.475,0.5,2020-01-01 16:35:02
118,2020-01-01 16:15:02,0.5,0.475,0.5,0.475,2020-01-01 16:40:02
119,2020-01-01 16:20:02,0.475,0.5,0.5,0.475,2020-01-01 16:45:02
120,2020-01-01 16:25:02,0.5,0.5,0.5,0.475,2020-01-01 16:50:02
121,2020-01-01 16:30:03,0.5,0.5,0.475,0.525,2020-01-01 16:55:02
122,2020-01-01 16:35:02,0.5,0.475,0.475,0.475,2020-01-01 17:00:02
123,2020-01-01 16:40:02,0.475,0.475,0.475,0.475,2020-01-01 17:05:02
124,2020-01-01 16:45:02,0.475,0.475,0.525,0.475,2020-01-01 17:10:02
125,2020-01-01 16:50:02,0.475,0.525,0.475,0.5,2020-01-01 17:15:02
126,2020-01-01 16:55:02,0.525,0.475,0.475,0.5,2020-01-01 17:20:02
127,2020-01-01 17:00:02,0.475,0.475,0.475,0.375,2020-01-01 17:25:02
128,2020-01-01 17:05:02,0.475,0.475,0.5,0.375,2020-01-01 17:30:02
129,2020-01-01 17:10:02,0.475,0.5,0.5,0.35,2020-01-01 17:35:02
130,2020-01-01 17:15:02,0.5,0.5,0.375,0.35,2020-01-01 17:40:02
131,2020-01-01 17:20:02,0.5,0.375,0.375,0.35,2020-01-01 17:45:01
132,2020-01-01 17:25:02,0.375,0.375,0.35,0.3,2020-01-01 17:50:02
133,2020-01-01 17:30:02,0.375,0.35,0.35,0.3,2020-01-01 17:55:02
134,2020-01-01 17:35:02,0.35,0.35,0.35,0.3,2020-01-01 18:00:02
135,2020-01-01 17:40:02,0.35,0.35,0.3,0.275,2020-01-01 18:05:02
136,2020-01-01 17:45:01,0.35,0.3,0.3,0.275,2020-01-01 18:10:02
137,2020-01-01 17:50:02,0.3,0.3,0.3,0.275,2020-01-01 18:15:02
138,2020-01-01 17:55:02,0.3,0.3,0.275,0.3,2020-01-01 18:20:02
139,2020-01-01 18:00:02,0.3,0.275,0.275,0.3,2020-01-01 18:25:02
140,2020-01-01 18:05:02,0.275,0.275,0.275,0.3,2020-01-01 18:30:02
141,2020-01-01 18:10:02,0.275,0.275,0.3,0.3,2020-01-01 18:35:02
142,2020-01-01 18:15:02,0.275,0.3,0.3,0.35,2020-01-01 18:40:02
143,2020-01-01 18:20:02,0.3,0.3,0.3,0.35,2020-01-01 18:45:02
144,2020-01-01 18:25:02,0.3,0.3,0.3,0.375,2020-01-01 18:50:02
145,2020-01-01 18:30:02,0.3,0.3,0.35,0.375,2020-01-01 18:55:02
146,2020-01-01 18:35:02,0.3,0.35,0.35,0.35,2020-01-01 19:00:02
147,2020-01-01 18:40:02,0.35,0.35,0.375,0.325,2020-01-01 19:05:02
148,2020-01-01 18:45:02,0.35,0.375,0.375,0.45,2020-01-01 19:10:02
149,2020-01-01 18:50:02,0.375,0.375,0.35,0.45,2020-01-01 19:15:02
150,2020-01-01 18:55:02,0.375,0.35,0.325,0.475,2020-01-01 19:20:02
151,2020-01-01 19:00:02,0.35,0.325,0.45,0.475,2020-01-01 19:25:02
152,2020-01-01 19:05:02,0.325,0.45,0.45,0.5,2020-01-01 19:30:02
153,2020-01-01 19:10:02,0.45,0.45,0.475,0.475,2020-01-01 19:35:02
154,2020-01-01 19:15:02,0.45,0.475,0.475,0.475,2020-01-01 19:40:03
155,2020-01-01 19:20:02,0.475,0.475,0.5,0.475,2020-01-01 19:45:02
156,2020-01-01 19:25:02,0.475,0.5,0.475,0.5,2020-01-01 19:50:02
157,2020-01-01 19:30:02,0.5,0.475,0.475,0.5,2020-01-01 19:55:02
158,2020-01-01 19:35:02,0.475,0.475,0.475,0.5,2020-01-01 20:00:02
159,2020-01-01 19:40:03,0.475,0.475,0.5,0.5,2020-01-01 20:05:03
160,2020-01-01 19:45:02,0.475,0.5,0.5,0.525,2020-01-01 20:10:02
161,2020-01-01 19:50:02,0.5,0.5,0.5,0.525,2020-01-01 20:15:02
162,2020-01-01 19:55:02,0.5,0.5,0.5,0.55,2020-01-01 20:20:02
163,2020-01-01 20:00:02,0.5,0.5,0.525,0.05,2020-01-03 00:05:02
164,2020-01-01 20:05:03,0.5,0.525,0.525,0.05,2020-01-03 00:10:02
165,2020-01-01 20:10:02,0.525,0.525,0.55,0.05,2020-01-03 00:15:02
166,2020-01-01 20:15:02,0.525,0.55,0.05,0.05,2020-01-03 00:20:02
167,2020-01-01 20:20:02,0.55,0.05,0.05,0.05,2020-01-03 00:25:02
168,2020-01-03 00:05:02,0.05,0.05,0.05,0.075,2020-01-03 00:30:02
169,2020-01-03 00:10:02,0.05,0.05,0.05,0.075,2020-01-03 00:35:02
170,2020-01-03 00:15:02,0.05,0.05,0.05,0.075,2020-01-03 00:40:02
171,2020-01-03 00:20:02,0.05,0.05,0.075,0.075,2020-01-03 00:45:02
172,2020-01-03 00:25:02,0.05,0.075,0.075,0.075,2020-01-03 00:50:01
173,2020-01-03 00:30:02,0.075,0.075,0.075,0.075,2020-01-03 00:55:02
174,2020-01-03 00:35:02,0.075,0.075,0.075,0.075,2020-01-03 01:00:02
175,2020-01-03 00:40:02,0.075,0.075,0.075,0.075,2020-01-03 01:05:02
176,2020-01-03 00:45:02,0.075,0.075,0.075,0.075,2020-01-03 01:10:02
177,2020-01-03 00:50:01,0.075,0.075,0.075,0.075,2020-01-03 01:15:02
178,2020-01-03 00:55:02,0.075,0.075,0.075,0.075,2020-01-03 01:20:02
179,2020-01-03 01:00:02,0.075,0.075,0.075,0.075,2020-01-03 01:25:02
180,2020-01-03 01:05:02,0.075,0.075,0.075,0.075,2020-01-03 01:30:02
181,2020-01-03 01:10:02,0.075,0.075,0.075,0.075,2020-01-03 01:35:02
182,2020-01-03 01:15:02,0.075,0.075,0.075,0.075,2020-01-03 01:40:02
183,2020-01-03 01:20:02,0.075,0.075,0.075,0.075,2020-01-03 01:45:02
184,2020-01-03 01:25:02,0.075,0.075,0.075,0.075,2020-01-03 01:50:02
185,2020-01-03 01:30:02,0.075,0.075,0.075,0.075,2020-01-03 01:55:02
186,2020-01-03 01:35:02,0.075,0.075,0.075,0.075,2020-01-03 02:00:02
187,2020-01-03 01:40:02,0.075,0.075,0.075,0.075,2020-01-03 02:05:02
188,2020-01-03 01:45:02,0.075,0.075,0.075,0.075,2020-01-03 02:10:02
189,2020-01-03 01:50:02,0.075,0.075,0.075,0.075,2020-01-03 02:15:02
190,2020-01-03 01:55:02,0.075,0.075,0.075,0.075,2020-01-03 02:20:02
191,2020-01-03 02:00:02,0.075,0.075,0.075,0.075,2020-01-03 02:25:02
192,2020-01-03 02:05:02,0.075,0.075,0.075,0.075,2020-01-03 02:30:02
193,2020-01-03 02:10:02,0.075,0.075,0.075,0.075,2020-01-03 02:35:02
194,2020-01-03 02:15:02,0.075,0.075,0.075,0.075,2020-01-03 02:40:02
195,2020-01-03 02:20:02,0.075,0.075,0.075,0.075,2020-01-03 02:45:02
196,2020-01-03 02:25:02,0.075,0.075,0.075,0.075,2020-01-03 02:50:02
197,2020-01-03 02:30:02,0.075,0.075,0.075,0.075,2020-01-03 02:55:02
198,2020-01-03 02:35:02,0.075,0.075,0.075,0.075,2020-01-03 03:00:02
199,2020-01-03 02:40:02,0.075,0.075,0.075,0.075,2020-01-03 03:05:02
200,2020-01-03 02:45:02,0.075,0.075,0.075,0.075,2020-01-03 03:10:02
201,2020-01-03 02:50:02,0.075,0.075,0.075,0.075,2020-01-03 03:15:02
202,2020-01-03 02:55:02,0.075,0.075,0.075,0.075,2020-01-03 03:20:03
203,2020-01-03 03:00:02,0.075,0.075,0.075,0.075,2020-01-03 03:25:02
204,2020-01-03 03:05:02,0.075,0.075,0.075,0.075,2020-01-03 03:30:02
205,2020-01-03 03:10:02,0.075,0.075,0.075,0.075,2020-01-03 03:35:02
206,2020-01-03 03:15:02,0.075,0.075,0.075,0.075,2020-01-03 03:40:02
207,2020-01-03 03:20:03,0.075,0.075,0.075,0.075,2020-01-03 03:45:02
208,2020-01-03 03:25:02,0.075,0.075,0.075,0.075,2020-01-03 03:50:02
209,2020-01-03 03:30:02,0.075,0.075,0.075,0.075,2020-01-03 03:55:02
210,2020-01-03 03:35:02,0.075,0.075,0.075,0.075,2020-01-03 04:00:02
211,2020-01-03 03:40:02,0.075,0.075,0.075,0.075,2020-01-03 04:05:02
212,2020-01-03 03:45:02,0.075,0.075,0.075,0.075,2020-01-03 04:10:02
213,2020-01-03 03:50:02,0.075,0.075,0.075,0.075,2020-01-03 04:15:02
214,2020-01-03 03:55:02,0.075,0.075,0.075,0.075,2020-01-03 04:20:02
215,2020-01-03 04:00:02,0.075,0.075,0.075,0.075,2020-01-03 04:25:02
216,2020-01-03 04:05:02,0.075,0.075,0.075,0.075,2020-01-03 04:30:02
217,2020-01-03 04:10:02,0.075,0.075,0.075,0.075,2020-01-03 04:35:02
218,2020-01-03 04:15:02,0.075,0.075,0.075,0.075,2020-01-03 04:40:02
219,2020-01-03 04:20:02,0.075,0.075,0.075,0.075,2020-01-03 04:45:02
220,2020-01-03 04:25:02,0.075,0.075,0.075,0.075,2020-01-03 04:50:02
221,2020-01-03 04:30:02,0.075,0.075,0.075,0.075,2020-01-03 04:55:02
222,2020-01-03 04:35:02,0.075,0.075,0.075,0.075,2020-01-03 05:00:02
223,2020-01-03 04:40:02,0.075,0.075,0.075,0.075,2020-01-03 05:05:02
224,2020-01-03 04:45:02,0.075,0.075,0.075,0.075,2020-01-03 05:10:02
225,2020-01-03 04:50:02,0.075,0.075,0.075,0.075,2020-01-03 05:15:02
226,2020-01-03 04:55:02,0.075,0.075,0.075,0.075,2020-01-03 05:20:02
227,2020-01-03 05:00:02,0.075,0.075,0.075,0.075,2020-01-03 05:25:02
228,2020-01-03 05:05:02,0.075,0.075,0.075,0.125,2020-01-03 05:30:02
229,2020-01-03 05:10:02,0.075,0.075,0.075,0.125,2020-01-03 05:35:02
230,2020-01-03 05:15:02,0.075,0.075,0.075,0.125,2020-01-03 05:40:02
231,2020-01-03 05:20:02,0.075,0.075,0.125,0.15,2020-01-03 05:45:02
232,2020-01-03 05:25:02,0.075,0.125,0.125,0.175,2020-01-03 05:50:02
233,2020-01-03 05:30:02,0.125,0.125,0.125,0.2,2020-01-03 05:55:02
234,2020-01-03 05:35:02,0.125,0.125,0.15,0.275,2020-01-03 06:00:02
235,2020-01-03 05:40:02,0.125,0.15,0.175,0.3,2020-01-03 06:05:02
236,2020-01-03 05:45:02,0.15,0.175,0.2,0.325,2020-01-03 06:10:02
237,2020-01-03 05:50:02,0.175,0.2,0.275,0.35,2020-01-03 06:15:02
238,2020-01-03 05:55:02,0.2,0.275,0.3,0.375,2020-01-03 06:20:02
239,2020-01-03 06:00:02,0.275,0.3,0.325,0.375,2020-01-03 06:25:02
240,2020-01-03 06:05:02,0.3,0.325,0.35,0.45,2020-01-03 06:30:02
241,2020-01-03 06:10:02,0.325,0.35,0.375,0.45,2020-01-03 06:35:02
242,2020-01-03 06:15:02,0.35,0.375,0.375,0.45,2020-01-03 06:40:02
243,2020-01-03 06:20:02,0.375,0.375,0.45,0.525,2020-01-03 06:45:02
244,2020-01-03 06:25:02,0.375,0.45,0.45,0.65,2020-01-03 06:50:02
245,2020-01-03 06:30:02,0.45,0.45,0.45,0.7,2020-01-03 06:55:02
246,2020-01-03 06:35:02,0.45,0.45,0.525,0.525,2020-01-03 07:00:02
247,2020-01-03 06:40:02,0.45,0.525,0.65,0.425,2020-01-03 07:05:02
248,2020-01-03 06:45:02,0.525,0.65,0.7,0.35,2020-01-03 07:10:02
249,2020-01-03 06:50:02,0.65,0.7,0.525,0.425,2020-01-03 07:15:02
250,2020-01-03 06:55:02,0.7,0.525,0.425,0.475,2020-01-03 07:20:02
251,2020-01-03 07:00:02,0.525,0.425,0.35,0.425,2020-01-03 07:25:02
252,2020-01-03 07:05:02,0.425,0.35,0.425,0.45,2020-01-03 07:30:02
253,2020-01-03 07:10:02,0.35,0.425,0.475,0.425,2020-01-03 07:35:02
254,2020-01-03 07:15:02,0.425,0.475,0.425,0.475,2020-01-03 07:40:02
255,2020-01-03 07:20:02,0.475,0.425,0.45,0.4,2020-01-03 07:45:02
256,2020-01-03 07:25:02,0.425,0.45,0.425,0.425,2020-01-03 07:50:02
257,2020-01-03 07:30:02,0.45,0.425,0.475,0.425,2020-01-03 07:55:02
258,2020-01-03 07:35:02,0.425,0.475,0.4,0.5,2020-01-03 08:00:02
259,2020-01-03 07:40:02,0.475,0.4,0.425,0.45,2020-01-03 08:05:02
260,2020-01-03 07:45:02,0.4,0.425,0.425,0.5,2020-01-03 08:10:02
261,2020-01-03 07:50:02,0.425,0.425,0.5,0.55,2020-01-03 08:15:02
262,2020-01-03 07:55:02,0.425,0.5,0.45,0.625,2020-01-03 08:20:02
263,2020-01-03 08:00:02,0.5,0.45,0.5,0.625,2020-01-03 08:25:02
264,2020-01-03 08:05:02,0.45,0.5,0.55,0.725,2020-01-03 08:30:02
265,2020-01-03 08:10:02,0.5,0.55,0.625,0.7,2020-01-03 08:35:02
266,2020-01-03 08:15:02,0.55,0.625,0.625,0.75,2020-01-03 08:40:02
267,2020-01-03 08:20:02,0.625,0.625,0.725,0.8,2020-01-03 08:45:02
268,2020-01-03 08:25:02,0.625,0.725,0.7,0.825,2020-01-03 08:50:02
269,2020-01-03 08:30:02,0.725,0.7,0.75,0.9,2020-01-03 08:55:02
270,2020-01-03 08:35:02,0.7,0.75,0.8,0.9,2020-01-03 09:00:02
271,2020-01-03 08:40:02,0.75,0.8,0.825,0.825,2020-01-03 09:05:02
272,2020-01-03 08:45:02,0.8,0.825,0.9,0.9,2020-01-03 09:10:02
273,2020-01-03 08:50:02,0.825,0.9,0.9,0.875,2020-01-03 09:15:02
274,2020-01-03 08:55:02,0.9,0.9,0.825,0.8,2020-01-03 09:20:02
275,2020-01-03 09:00:02,0.9,0.825,0.9,0.75,2020-01-03 09:25:02
276,2020-01-03 09:05:02,0.825,0.9,0.875,0.65,2020-01-03 09:30:02
277,2020-01-03 09:10:02,0.9,0.875,0.8,0.625,2020-01-03 09:35:02
278,2020-01-03 09:15:02,0.875,0.8,0.75,0.625,2020-01-03 09:40:02
279,2020-01-03 09:20:02,0.8,0.75,0.65,0.6,2020-01-03 09:45:02
280,2020-01-03 09:25:02,0.75,0.65,0.625,0.5,2020-01-03 09:50:02
281,2020-01-03 09:30:02,0.65,0.625,0.625,0.5,2020-01-03 09:55:02
282,2020-01-03 09:35:02,0.625,0.625,0.6,0.525,2020-01-03 10:00:02
283,2020-01-03 09:40:02,0.625,0.6,0.5,0.525,2020-01-03 10:05:02
284,2020-01-03 09:45:02,0.6,0.5,0.5,0.525,2020-01-03 10:10:02
285,2020-01-03 09:50:02,0.5,0.5,0.525,0.525,2020-01-03 10:15:02
286,2020-01-03 09:55:02,0.5,0.525,0.525,0.525,2020-01-03 10:20:02
287,2020-01-03 10:00:02,0.525,0.525,0.525,0.525,2020-01-03 10:25:02
288,2020-01-03 10:05:02,0.525,0.525,0.525,0.55,2020-01-03 10:30:02
289,2020-01-03 10:10:02,0.525,0.525,0.525,0.55,2020-01-03 10:35:02
290,2020-01-03 10:15:02,0.525,0.525,0.525,0.55,2020-01-03 10:40:02
291,2020-01-03 10:20:02,0.525,0.525,0.55,0.525,2020-01-03 10:45:02
292,2020-01-03 10:25:02,0.525,0.55,0.55,0.575,2020-01-03 10:50:02
293,2020-01-03 10:30:02,0.55,0.55,0.55,0.575,2020-01-03 10:55:02
294,2020-01-03 10:35:02,0.55,0.55,0.525,0.625,2020-01-03 11:00:02
295,2020-01-03 10:40:02,0.55,0.525,0.575,0.625,2020-01-03 11:05:02
296,2020-01-03 10:45:02,0.525,0.575,0.575,0.625,2020-01-03 11:10:02
297,2020-01-03 10:50:02,0.575,0.575,0.625,0.65,2020-01-03 11:15:02
298,2020-01-03 10:55:02,0.575,0.625,0.625,0.65,2020-01-03 11:20:03
299,2020-01-03 11:00:02,0.625,0.625,0.625,0.625,2020-01-03 11:25:02
300,2020-01-03 11:05:02,0.625,0.625,0.65,0.625,2020-01-03 11:30:02
301,2020-01-03 11:10:02,0.625,0.65,0.65,0.625,2020-01-03 11:35:02
302,2020-01-03 11:15:02,0.65,0.65,0.625,0.65,2020-01-03 11:40:02
303,2020-01-03 11:20:03,0.65,0.625,0.625,0.65,2020-01-03 11:45:02
304,2020-01-03 11:25:02,0.625,0.625,0.625,0.625,2020-01-03 11:50:02
305,2020-01-03 11:30:02,0.625,0.625,0.65,0.675,2020-01-03 11:55:02
306,2020-01-03 11:35:02,0.625,0.65,0.65,0.675,2020-01-03 12:00:02
307,2020-01-03 11:40:02,0.65,0.65,0.625,0.675,2020-01-03 12:05:02
308,2020-01-03 11:45:02,0.65,0.625,0.675,0.675,2020-01-03 12:10:02
309,2020-01-03 11:50:02,0.625,0.675,0.675,0.625,2020-01-03 12:15:02
310,2020-01-03 11:55:02,0.675,0.675,0.675,0.575,2020-01-03 12:20:03
311,2020-01-03 12:00:02,0.675,0.675,0.675,0.625,2020-01-03 12:25:02
312,2020-01-03 12:05:02,0.675,0.675,0.625,0.6,2020-01-03 12:30:02
313,2020-01-03 12:10:02,0.675,0.625,0.575,0.55,2020-01-03 12:35:02
314,2020-01-03 12:15:02,0.625,0.575,0.625,0.525,2020-01-03 12:40:02
315,2020-01-03 12:20:03,0.575,0.625,0.6,0.55,2020-01-03 12:45:02
316,2020-01-03 12:25:02,0.625,0.6,0.55,0.525,2020-01-03 12:50:02
