,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
812,2020-01-13T10:15:02.000000000Z,5,2020-01-31T13:15:02.000000000Z,2,2020-02-07T13:15:03.000000000Z,1,2020-01-13T10:15:02.000000000Z,5,2020-01-14T10:15:02.000000000Z,2,2020-01-23T17:45:02.000000000Z,26,2020-01-13T10:05:02.000000000Z,3,2020-01-13T10:10:02.000000000Z,3,2020-01-13T10:15:02.000000000Z,5,2020-02-21T13:15:02.000000000Z
813,2020-01-13T10:20:02.000000000Z,5,2020-01-31T13:20:02.000000000Z,1,2020-02-07T13:20:02.000000000Z,1,2020-01-13T10:20:02.000000000Z,5,2020-01-14T10:20:02.000000000Z,2,2020-01-23T17:50:02.000000000Z,26,2020-01-13T10:10:02.000000000Z,3,2020-01-13T10:15:02.000000000Z,5,2020-01-13T10:20:02.000000000Z,5,2020-02-21T13:20:02.000000000Z
814,2020-01-13T10:25:02.000000000Z,7,2020-01-31T13:25:02.000000000Z,2,2020-02-07T13:25:02.000000000Z,1,2020-01-13T10:25:02.000000000Z,7,2020-01-14T10:25:02.000000000Z,2,2020-01-23T17:55:02.000000000Z,26,2020-01-13T10:15:02.000000000Z,5,2020-01-13T10:20:02.000000000Z,5,2020-01-13T10:25:02.000000000Z,7,2020-02-21T13:25:02.000000000Z
815,2020-01-13T10:30:02.000000000Z,7,2020-01-31T13:30:02.000000000Z,0,2020-02-07T13:30:02.000000000Z,0,2020-01-13T10:30:02.000000000Z,7,2020-01-14T10:30:02.000000000Z,1,2020-01-23T18:00:02.000000000Z,26,2020-01-13T10:20:02.000000000Z,5,2020-01-13T10:25:02.000000000Z,7,2020-01-13T10:30:02.000000000Z,7,2020-02-21T13:30:02.000000000Z
816,2020-01-13T10:35:02.000000000Z,7,2020-01-31T13:35:02.000000000Z,1,2020-02-07T13:35:02.000000000Z,2,2020-01-13T10:35:02.000000000Z,7,2020-01-14T10:35:02.000000000Z,1,2020-01-23T18:05:02.000000000Z,26,2020-01-13T10:25:02.000000000Z,7,2020-01-13T10:30:02.000000000Z,7,2020-01-13T10:35:02.000000000Z,7,2020-02-21T13:35:01.000000000Z
817,2020-01-13T10:40:02.000000000Z,4,2020-01-31T13:40:02.000000000Z,0,2020-02-07T13:40:02.000000000Z,0,2020-01-13T10:40:02.000000000Z,4,2020-01-14T10:40:27.000000000Z,0,2020-01-23T18:10:02.000000000Z,27,2020-01-13T10:30:02.000000000Z,7,2020-01-13T10:35:02.000000000Z,7,2020-01-13T10:40:02.000000000Z,4,2020-02-21T13:40:02.000000000Z
818,2020-01-13T10:45:02.000000000Z,5,2020-01-31T13:45:02.000000000Z,2,2020-02-07T13:45:02.000000000Z,2,2020-01-13T10:45:02.000000000Z,5,2020-01-14T10:45:02.000000000Z,0,2020-01-23T18:15:02.000000000Z,27,2020-01-13T10:35:02.000000000Z,7,2020-01-13T10:40:02.000000000Z,4,2020-01-13T10:45:02.000000000Z,5,2020-02-21T13:45:02.000000000Z
819,2020-01-13T10:50:02.000000000Z,5,2020-01-31T13:50:02.000000000Z,4,2020-02-07T13:50:02.000000000Z,2,2020-01-13T10:50:02.000000000Z,5,2020-01-14T10:50:02.000000000Z,0,2020-01-23T18:20:02.000000000Z,28,2020-01-13T10:40:02.000000000Z,4,2020-01-13T10:45:02.000000000Z,5,2020-01-13T10:50:02.000000000Z,5,2020-02-21T13:50:02.000000000Z
820,2020-01-13T10:55:02.000000000Z,6,2020-01-31T13:55:02.000000000Z,6,2020-02-07T13:55:02.000000000Z,3,2020-01-13T10:55:02.000000000Z,6,2020-01-14T10:55:02.000000000Z,2,2020-01-23T18:25:03.000000000Z,28,2020-01-13T10:45:02.000000000Z,5,2020-01-13T10:50:02.000000000Z,5,2020-01-13T10:55:02.000000000Z,6,2020-02-21T13:55:02.000000000Z
821,2020-01-13T11:00:02.000000000Z,6,2020-01-31T14:00:02.000000000Z,7,2020-02-07T14:00:02.000000000Z,3,2020-01-13T11:00:02.000000000Z,6,2020-01-14T11:00:02.000000000Z,3,2020-01-23T18:30:02.000000000Z,28,2020-01-13T10:50:02.000000000Z,5,2020-01-13T10:55:02.000000000Z,6,2020-01-13T11:00:02.000000000Z,6,2020-02-21T14:00:02.000000000Z
822,2020-01-13T11:05:02.000000000Z,8,2020-01-31T14:05:02.000000000Z,12,2020-02-07T14:05:02.000000000Z,0,2020-01-13T11:05:02.000000000Z,8,2020-01-14T11:05:02.000000000Z,4,2020-01-23T18:35:02.000000000Z,28,2020-01-13T10:55:02.000000000Z,6,2020-01-13T11:00:02.000000000Z,6,2020-01-13T11:05:02.000000000Z,8,2020-02-21T14:05:02.000000000Z
823,2020-01-13T11:10:02.000000000Z,7,2020-01-31T14:10:02.000000000Z,13,2020-02-07T14:10:02.000000000Z,0,2020-01-13T11:10:02.000000000Z,7,2020-01-14T11:10:02.000000000Z,2,2020-01-23T18:40:02.000000000Z,28,2020-01-13T11:00:02.000000000Z,6,2020-01-13T11:05:02.000000000Z,8,2020-01-13T11:10:02.000000000Z,7,2020-02-21T14:10:02.000000000Z
824,2020-01-13T11:15:02.000000000Z,7,2020-01-31T14:15:02.000000000Z,14,2020-02-07T14:15:02.000000000Z,2,2020-01-13T11:15:02.000000000Z,7,2020-01-14T11:15:02.000000000Z,0,2020-01-23T18:45:02.000000000Z,28,2020-01-13T11:05:02.000000000Z,8,2020-01-13T11:10:02.000000000Z,7,2020-01-13T11:15:02.000000000Z,7,2020-02-21T14:15:02.000000000Z
825,2020-01-13T11:20:02.000000000Z,7,2020-01-31T14:20:02.000000000Z,14,2020-02-07T14:20:02.000000000Z,0,2020-01-13T11:20:02.000000000Z,7,2020-01-14T11:20:02.000000000Z,2,2020-01-23T18:50:02.000000000Z,26,2020-01-13T11:10:02.000000000Z,7,2020-01-13T11:15:02.000000000Z,7,2020-01-13T11:20:02.000000000Z,7,2020-02-21T14:20:02.000000000Z
826,2020-01-13T11:25:02.000000000Z,5,2020-01-31T14:25:03.000000000Z,14,2020-02-07T14:25:02.000000000Z,0,2020-01-13T11:25:02.000000000Z,5,2020-01-14T11:25:02.000000000Z,0,2020-01-23T18:55:02.000000000Z,26,2020-01-13T11:15:02.000000000Z,7,2020-01-13T11:20:02.000000000Z,7,2020-01-13T11:25:02.000000000Z,5,2020-02-21T14:25:03.000000000Z
827,2020-01-13T11:30:02.000000000Z,6,2020-01-31T14:30:02.000000000Z,14,2020-02-07T14:30:02.000000000Z,2,2020-01-13T11:30:02.000000000Z,6,2020-01-14T11:30:02.000000000Z,1,2020-01-23T19:00:02.000000000Z,26,2020-01-13T11:20:02.000000000Z,7,2020-01-13T11:25:02.000000000Z,5,2020-01-13T11:30:02.000000000Z,6,2020-02-21T14:30:02.000000000Z
828,2020-01-13T11:35:02.000000000Z,8,2020-01-31T14:35:02.000000000Z,15,2020-02-07T14:35:02.000000000Z,1,2020-01-13T11:35:02.000000000Z,8,2020-01-14T11:35:02.000000000Z,0,2020-01-23T19:05:02.000000000Z,26,2020-01-13T11:25:02.000000000Z,5,2020-01-13T11:30:02.000000000Z,6,2020-01-13T11:35:02.000000000Z,8,2020-02-21T14:35:02.000000000Z
829,2020-01-13T11:40:02.000000000Z,5,2020-01-31T14:40:02.000000000Z,15,2020-02-07T14:40:02.000000000Z,3,2020-01-13T11:40:02.000000000Z,5,2020-01-14T11:40:02.000000000Z,0,2020-01-23T19:10:02.000000000Z,26,2020-01-13T11:30:02.000000000Z,6,2020-01-13T11:35:02.000000000Z,8,2020-01-13T11:40:02.000000000Z,5,2020-02-21T14:40:02.000000000Z
830,2020-01-13T11:45:02.000000000Z,5,2020-01-31T14:45:02.000000000Z,13,2020-02-07T14:45:02.000000000Z,3,2020-01-13T11:45:02.000000000Z,5,2020-01-14T11:45:02.000000000Z,0,2020-01-23T19:15:02.000000000Z,26,2020-01-13T11:35:02.000000000Z,8,2020-01-13T11:40:02.000000000Z,5,2020-01-13T11:45:02.000000000Z,5,2020-02-21T14:45:02.000000000Z
831,2020-01-13T11:50:02.000000000Z,5,2020-01-31T14:50:02.000000000Z,13,2020-02-07T14:50:02.000000000Z,0,2020-01-13T11:50:02.000000000Z,5,2020-01-14T11:50:02.000000000Z,1,2020-01-23T19:20:02.000000000Z,25,2020-01-13T11:40:02.000000000Z,5,2020-01-13T11:45:02.000000000Z,5,2020-01-13T11:50:02.000000000Z,5,2020-02-21T14:50:02.000000000Z
832,2020-01-13T11:55:02.000000000Z,2,2020-01-31T14:55:02.000000000Z,12,2020-02-07T14:55:02.000000000Z,3,2020-01-13T11:55:02.000000000Z,2,2020-01-14T11:55:02.000000000Z,1,2020-01-23T19:25:02.000000000Z,25,2020-01-13T11:45:02.000000000Z,5,2020-01-13T11:50:02.000000000Z,5,2020-01-13T11:55:02.000000000Z,2,2020-02-21T14:55:02.000000000Z
833,2020-01-13T12:00:02.000000000Z,3,2020-01-31T15:00:02.000000000Z,11,2020-02-07T15:00:02.000000000Z,2,2020-01-13T12:00:02.000000000Z,3,2020-01-14T12:00:02.000000000Z,2,2020-01-23T19:30:02.000000000Z,25,2020-01-13T11:50:02.000000000Z,5,2020-01-13T11:55:02.000000000Z,2,2020-01-13T12:00:02.000000000Z,3,2020-02-21T15:00:02.000000000Z
834,2020-01-13T12:05:02.000000000Z,3,2020-01-31T15:05:02.000000000Z,10,2020-02-07T15:05:02.000000000Z,2,2020-01-13T12:05:02.000000000Z,3,2020-01-14T12:05:02.000000000Z,2,2020-01-23T19:35:02.000000000Z,26,2020-01-13T11:55:02.000000000Z,2,2020-01-13T12:00:02.000000000Z,3,2020-01-13T12:05:02.000000000Z,3,2020-02-21T15:05:02.000000000Z
835,2020-01-13T12:10:02.000000000Z,4,2020-01-31T15:10:02.000000000Z,11,2020-02-07T15:10:02.000000000Z,0,2020-01-13T12:10:02.000000000Z,4,2020-01-14T12:10:02.000000000Z,2,2020-01-23T19:40:02.000000000Z,26,2020-01-13T12:00:02.000000000Z,3,2020-01-13T12:05:02.000000000Z,3,2020-01-13T12:10:02.000000000Z,4,2020-02-21T15:10:02.000000000Z
836,2020-01-13T12:15:02.000000000Z,2,2020-01-31T15:15:02.000000000Z,12,2020-02-07T15:15:02.000000000Z,3,2020-01-13T12:15:02.000000000Z,2,2020-01-14T12:15:02.000000000Z,2,2020-01-23T19:45:02.000000000Z,27,2020-01-13T12:05:02.000000000Z,3,2020-01-13T12:10:02.000000000Z,4,2020-01-13T12:15:02.000000000Z,2,2020-02-21T15:15:02.000000000Z
837,2020-01-13T12:20:02.000000000Z,0,2020-01-31T15:20:02.000000000Z,14,2020-02-07T15:20:02.000000000Z,3,2020-01-13T12:20:02.000000000Z,0,2020-01-14T12:20:02.000000000Z,2,2020-01-23T19:50:02.000000000Z,27,2020-01-13T12:10:02.000000000Z,4,2020-01-13T12:15:02.000000000Z,2,2020-01-13T12:20:02.000000000Z,0,2020-02-21T15:20:02.000000000Z
838,2020-01-13T12:25:02.000000000Z,1,2020-01-31T15:25:02.000000000Z,13,2020-02-07T15:25:02.000000000Z,3,2020-01-13T12:25:02.000000000Z,1,2020-01-14T12:25:02.000000000Z,2,2020-01-23T19:55:02.000000000Z,27,2020-01-13T12:15:02.000000000Z,2,2020-01-13T12:20:02.000000000Z,0,2020-01-13T12:25:02.000000000Z,1,2020-02-21T15:25:02.000000000Z
839,2020-01-13T12:30:02.000000000Z,0,2020-01-31T15:30:02.000000000Z,10,2020-02-07T15:30:02.000000000Z,3,2020-01-13T12:30:02.000000000Z,0,2020-01-14T12:30:02.000000000Z,2,2020-01-23T20:00:02.000000000Z,27,2020-01-13T12:20:02.000000000Z,0,2020-01-13T12:25:02.000000000Z,1,2020-01-13T12:30:02.000000000Z,0,2020-02-21T15:30:02.000000000Z
840,2020-01-13T12:35:02.000000000Z,0,2020-01-31T15:35:02.000000000Z,11,2020-02-07T15:35:02.000000000Z,6,2020-01-13T12:35:02.000000000Z,0,2020-01-14T12:35:02.000000000Z,2,2020-01-23T20:05:02.000000000Z,27,2020-01-13T12:25:02.000000000Z,1,2020-01-13T12:30:02.000000000Z,0,2020-01-13T12:35:02.000000000Z,0,2020-02-21T15:35:02.000000000Z
841,2020-01-13T12:40:02.000000000Z,0,2020-01-31T15:40:02.000000000Z,10,2020-02-07T15:40:02.000000000Z,8,2020-01-13T12:40:02.000000000Z,0,2020-01-14T12:40:02.000000000Z,2,2020-01-23T20:10:02.000000000Z,27,2020-01-13T12:30:02.000000000Z,0,2020-01-13T12:35:02.000000000Z,0,2020-01-13T12:40:02.000000000Z,0,2020-02-21T15:40:02.000000000Z
842,2020-01-13T12:45:02.000000000Z,0,2020-01-31T15:45:27.000000000Z,11,2020-02-07T15:45:02.000000000Z,9,2020-01-13T12:45:02.000000000Z,0,2020-01-14T12:45:02.000000000Z,2,2020-01-23T20:15:02.000000000Z,26,2020-01-13T12:35:02.000000000Z,0,2020-01-13T12:40:02.000000000Z,0,2020-01-13T12:45:02.000000000Z,0,2020-02-21T15:45:02.000000000Z
843,2020-01-13T12:50:02.000000000Z,2,2020-01-31T15:50:02.000000000Z,11,2020-02-07T15:50:02.000000000Z,9,2020-01-13T12:50:02.000000000Z,2,2020-01-14T12:50:27.000000000Z,2,2020-01-23T20:20:02.000000000Z,26,2020-01-13T12:40:02.000000000Z,0,2020-01-13T12:45:02.000000000Z,0,2020-01-13T12:50:02.000000000Z,2,2020-02-21T15:50:02.000000000Z
844,2020-01-13T12:55:02.000000000Z,3,2020-01-31T15:55:02.000000000Z,11,2020-02-07T15:55:02.000000000Z,6,2020-01-13T12:55:02.000000000Z,3,2020-01-14T12:55:02.000000000Z,2,2020-01-23T20:25:02.000000000Z,26,2020-01-13T12:45:02.000000000Z,0,2020-01-13T12:50:02.000000000Z,2,2020-01-13T12:55:02.000000000Z,3,2020-02-21T15:55:02.000000000Z
845,2020-01-13T13:00:02.000000000Z,3,2020-01-31T16:00:02.000000000Z,11,2020-02-07T16:00:02.000000000Z,5,2020-01-13T13:00:02.000000000Z,3,2020-01-14T13:00:02.000000000Z,0,2020-01-23T20:30:02.000000000Z,26,2020-01-13T12:50:02.000000000Z,2,2020-01-13T12:55:02.000000000Z,3,2020-01-13T13:00:02.000000000Z,3,2020-02-21T16:00:02.000000000Z
846,2020-01-13T13:05:02.000000000Z,3,2020-01-31T16:05:02.000000000Z,11,2020-02-07T16:05:02.000000000Z,6,2020-01-13T13:05:02.000000000Z,3,2020-01-14T13:05:02.000000000Z,1,2020-01-23T20:35:02.000000000Z,26,2020-01-13T12:55:02.000000000Z,3,2020-01-13T13:00:02.000000000Z,3,2020-01-13T13:05:02.000000000Z,3,2020-02-21T16:05:02.000000000Z
847,2020-01-13T13:10:02.000000000Z,3,2020-01-31T16:10:02.000000000Z,12,2020-02-07T16:10:02.000000000Z,6,2020-01-13T13:10:02.000000000Z,3,2020-01-14T13:10:02.000000000Z,2,2020-01-23T20:40:03.000000000Z,24,2020-01-13T13:00:02.000000000Z,3,2020-01-13T13:05:02.000000000Z,3,2020-01-13T13:10:02.000000000Z,3,2020-02-21T16:10:02.000000000Z
848,2020-01-13T13:15:02.000000000Z,4,2020-01-31T16:15:02.000000000Z,12,2020-02-07T16:15:02.000000000Z,6,2020-01-13T13:15:02.000000000Z,4,2020-01-14T13:15:02.000000000Z,2,2020-01-23T20:45:02.000000000Z,24,2020-01-13T13:05:02.000000000Z,3,2020-01-13T13:10:02.000000000Z,3,2020-01-13T13:15:02.000000000Z,4,2020-02-21T16:15:02.000000000Z
849,2020-01-13T13:20:02.000000000Z,5,2020-01-31T16:20:02.000000000Z,11,2020-02-07T16:20:02.000000000Z,7,2020-01-13T13:20:02.000000000Z,5,2020-01-14T13:20:02.000000000Z,6,2020-01-23T20:50:02.000000000Z,25,2020-01-13T13:10:02.000000000Z,3,2020-01-13T13:15:02.000000000Z,4,2020-01-13T13:20:02.000000000Z,5,2020-02-21T16:20:02.000000000Z
850,2020-01-13T13:25:02.000000000Z,5,2020-01-31T16:25:02.000000000Z,11,2020-02-07T16:25:02.000000000Z,8,2020-01-13T13:25:02.000000000Z,5,2020-01-14T13:25:02.000000000Z,6,2020-01-23T20:55:02.000000000Z,25,2020-01-13T13:15:02.000000000Z,4,2020-01-13T13:20:02.000000000Z,5,2020-01-13T13:25:02.000000000Z,5,2020-02-21T16:25:02.000000000Z
851,2020-01-13T13:30:02.000000000Z,5,2020-01-31T16:30:02.000000000Z,11,2020-02-07T16:30:02.000000000Z,7,2020-01-13T13:30:02.000000000Z,5,2020-01-14T13:30:02.000000000Z,6,2020-01-23T21:00:02.000000000Z,27,2020-01-13T13:20:02.000000000Z,5,2020-01-13T13:25:02.000000000Z,5,2020-01-13T13:30:02.000000000Z,5,2020-02-21T16:30:02.000000000Z
852,2020-01-13T13:35:27.000000000Z,3,2020-01-31T16:35:02.000000000Z,11,2020-02-07T16:35:02.000000000Z,7,2020-01-13T13:35:27.000000000Z,3,2020-01-14T13:35:02.000000000Z,5,2020-01-23T21:05:02.000000000Z,28,2020-01-13T13:25:02.000000000Z,5,2020-01-13T13:30:02.000000000Z,5,2020-01-13T13:35:27.000000000Z,3,2020-02-21T16:35:02.000000000Z
853,2020-01-13T13:40:03.000000000Z,4,2020-01-31T16:40:02.000000000Z,12,2020-02-07T16:40:02.000000000Z,7,2020-01-13T13:40:03.000000000Z,4,2020-01-14T13:40:02.000000000Z,5,2020-01-23T21:10:02.000000000Z,28,2020-01-13T13:30:02.000000000Z,5,2020-01-13T13:35:27.000000000Z,3,2020-01-13T13:40:03.000000000Z,4,2020-02-21T16:40:02.000000000Z
854,2020-01-13T13:45:02.000000000Z,5,2020-01-31T16:45:02.000000000Z,11,2020-02-07T16:45:02.000000000Z,2,2020-01-13T13:45:02.000000000Z,5,2020-01-14T13:45:02.000000000Z,6,2020-01-23T21:15:02.000000000Z,28,2020-01-13T13:35:27.000000000Z,3,2020-01-13T13:40:03.000000000Z,4,2020-01-13T13:45:02.000000000Z,5,2020-02-21T16:45:02.000000000Z
855,2020-01-13T13:50:02.000000000Z,5,2020-01-31T16:50:02.000000000Z,12,2020-02-07T16:50:02.000000000Z,1,2020-01-13T13:50:02.000000000Z,5,2020-01-14T13:50:02.000000000Z,6,2020-01-23T21:20:03.000000000Z,27,2020-01-13T13:40:03.000000000Z,4,2020-01-13T13:45:02.000000000Z,5,2020-01-13T13:50:02.000000000Z,5,2020-02-21T16:50:02.000000000Z
856,2020-01-13T13:55:02.000000000Z,5,2020-01-31T16:55:02.000000000Z,12,2020-02-07T16:55:02.000000000Z,2,2020-01-13T13:55:02.000000000Z,5,2020-01-14T13:55:02.000000000Z,6,2020-01-23T21:25:02.000000000Z,28,2020-01-13T13:45:02.000000000Z,5,2020-01-13T13:50:02.000000000Z,5,2020-01-13T13:55:02.000000000Z,5,2020-02-21T16:55:02.000000000Z
857,2020-01-13T14:00:02.000000000Z,6,2020-01-31T17:00:02.000000000Z,10,2020-02-07T17:00:02.000000000Z,2,2020-01-13T14:00:02.000000000Z,6,2020-01-14T14:00:02.000000000Z,6,2020-01-23T21:30:02.000000000Z,28,2020-01-13T13:50:02.000000000Z,5,2020-01-13T13:55:02.000000000Z,5,2020-01-13T14:00:02.000000000Z,6,2020-02-21T17:00:02.000000000Z
858,2020-01-13T14:05:02.000000000Z,6,2020-01-31T17:05:02.000000000Z,10,2020-02-07T17:05:02.000000000Z,2,2020-01-13T14:05:02.000000000Z,6,2020-01-14T14:05:02.000000000Z,8,2020-01-23T21:35:02.000000000Z,28,2020-01-13T13:55:02.000000000Z,5,2020-01-13T14:00:02.000000000Z,6,2020-01-13T14:05:02.000000000Z,6,2020-02-21T17:05:02.000000000Z
859,2020-01-13T14:10:02.000000000Z,6,2020-01-31T17:10:02.000000000Z,10,2020-02-07T17:10:02.000000000Z,2,2020-01-13T14:10:02.000000000Z,6,2020-01-14T14:10:02.000000000Z,8,2020-01-23T21:40:02.000000000Z,28,2020-01-13T14:00:02.000000000Z,6,2020-01-13T14:05:02.000000000Z,6,2020-01-13T14:10:02.000000000Z,6,2020-02-21T17:10:02.000000000Z
860,2020-01-13T14:15:02.000000000Z,5,2020-01-31T17:15:02.000000000Z,10,2020-02-07T17:15:02.000000000Z,2,2020-01-13T14:15:02.000000000Z,5,2020-01-14T14:15:02.000000000Z,8,2020-01-23T21:45:02.000000000Z,28,2020-01-13T14:05:02.000000000Z,6,2020-01-13T14:10:02.000000000Z,6,2020-01-13T14:15:02.000000000Z,5,2020-02-21T17:15:03.000000000Z
861,2020-01-13T14:20:02.000000000Z,5,2020-01-31T17:20:02.000000000Z,10,2020-02-07T17:20:02.000000000Z,2,2020-01-13T14:20:02.000000000Z,5,2020-01-14T14:20:02.000000000Z,9,2020-01-23T21:50:02.000000000Z,28,2020-01-13T14:10:02.000000000Z,6,2020-01-13T14:15:02.000000000Z,5,2020-01-13T14:20:02.000000000Z,5,2020-02-21T17:20:02.000000000Z
862,2020-01-13T14:25:02.000000000Z,4,2020-01-31T17:25:02.000000000Z,10,2020-02-07T17:25:02.000000000Z,2,2020-01-13T14:25:02.000000000Z,4,2020-01-14T14:25:02.000000000Z,11,2020-01-23T21:55:02.000000000Z,28,2020-01-13T14:15:02.000000000Z,5,2020-01-13T14:20:02.000000000Z,5,2020-01-13T14:25:02.000000000Z,4,2020-02-21T17:25:02.000000000Z
863,2020-01-13T14:30:02.000000000Z,4,2020-01-31T17:30:02.000000000Z,10,2020-02-07T17:30:02.000000000Z,2,2020-01-13T14:30:02.000000000Z,4,2020-01-14T14:30:02.000000000Z,11,2020-01-23T22:00:02.000000000Z,28,2020-01-13T14:20:02.000000000Z,5,2020-01-13T14:25:02.000000000Z,4,2020-01-13T14:30:02.000000000Z,4,2020-02-21T17:30:02.000000000Z
864,2020-01-13T14:35:02.000000000Z,3,2020-01-31T17:35:02.000000000Z,9,2020-02-07T17:35:02.000000000Z,2,2020-01-13T14:35:02.000000000Z,3,2020-01-14T14:35:02.000000000Z,12,2020-01-23T22:05:03.000000000Z,28,2020-01-13T14:25:02.000000000Z,4,2020-01-13T14:30:02.000000000Z,4,2020-01-13T14:35:02.000000000Z,3,2020-02-21T17:35:03.000000000Z
865,2020-01-13T14:40:02.000000000Z,4,2020-01-31T17:40:02.000000000Z,9,2020-02-07T17:40:02.000000000Z,2,2020-01-13T14:40:02.000000000Z,4,2020-01-14T14:40:02.000000000Z,12,2020-01-23T22:10:02.000000000Z,29,2020-01-13T14:30:02.000000000Z,4,2020-01-13T14:35:02.000000000Z,3,2020-01-13T14:40:02.000000000Z,4,2020-02-21T17:40:02.000000000Z
866,2020-01-13T14:45:03.000000000Z,4,2020-01-31T17:45:02.000000000Z,10,2020-02-07T17:45:02.000000000Z,0,2020-01-13T14:45:03.000000000Z,4,2020-01-14T14:45:02.000000000Z,14,2020-01-23T22:15:02.000000000Z,29,2020-01-13T14:35:02.000000000Z,3,2020-01-13T14:40:02.000000000Z,4,2020-01-13T14:45:03.000000000Z,4,2020-02-21T17:45:02.000000000Z
867,2020-01-13T14:50:02.000000000Z,4,2020-01-31T17:50:02.000000000Z,11,2020-02-07T17:50:02.000000000Z,0,2020-01-13T14:50:02.000000000Z,4,2020-01-14T14:50:02.000000000Z,14,2020-01-23T22:20:02.000000000Z,29,2020-01-13T14:40:02.000000000Z,4,2020-01-13T14:45:03.000000000Z,4,2020-01-13T14:50:02.000000000Z,4,2020-02-21T17:50:02.000000000Z
868,2020-01-13T14:55:02.000000000Z,4,2020-01-31T17:55:01.000000000Z,11,2020-02-07T17:55:03.000000000Z,0,2020-01-13T14:55:02.000000000Z,4,2020-01-14T14:55:02.000000000Z,13,2020-01-23T22:25:02.000000000Z,29,2020-01-13T14:45:03.000000000Z,4,2020-01-13T14:50:02.000000000Z,4,2020-01-13T14:55:02.000000000Z,4,2020-02-21T17:55:02.000000000Z
869,2020-01-13T15:00:02.000000000Z,3,2020-01-31T18:00:02.000000000Z,11,2020-02-07T18:00:02.000000000Z,0,2020-01-13T15:00:02.000000000Z,3,2020-01-14T15:00:28.000000000Z,15,2020-01-23T22:30:02.000000000Z,29,2020-01-13T14:50:02.000000000Z,4,2020-01-13T14:55:02.000000000Z,4,2020-01-13T15:00:02.000000000Z,3,2020-02-21T18:00:02.000000000Z
870,2020-01-13T15:05:02.000000000Z,3,2020-01-31T18:05:02.000000000Z,11,2020-02-07T18:05:02.000000000Z,0,2020-01-13T15:05:02.000000000Z,3,2020-01-14T15:05:02.000000000Z,16,2020-01-23T22:35:02.000000000Z,29,2020-01-13T14:55:02.000000000Z,4,2020-01-13T15:00:02.000000000Z,3,2020-01-13T15:05:02.000000000Z,3,2020-02-21T18:05:02.000000000Z
871,2020-01-13T15:10:02.000000000Z,3,2020-01-31T18:10:02.000000000Z,11,2020-02-07T18:10:02.000000000Z,0,2020-01-13T15:10:02.000000000Z,3,2020-01-14T15:10:02.000000000Z,18,2020-01-23T22:40:02.000000000Z,29,2020-01-13T15:00:02.000000000Z,3,2020-01-13T15:05:02.000000000Z,3,2020-01-13T15:10:02.000000000Z,3,2020-02-21T18:10:02.000000000Z
872,2020-01-13T15:15:02.000000000Z,3,2020-01-31T18:15:02.000000000Z,11,2020-02-07T18:15:02.000000000Z,0,2020-01-13T15:15:02.000000000Z,3,2020-01-14T15:15:02.000000000Z,18,2020-01-23T22:45:02.000000000Z,29,2020-01-13T15:05:02.000000000Z,3,2020-01-13T15:10:02.000000000Z,3,2020-01-13T15:15:02.000000000Z,3,2020-02-21T18:15:03.000000000Z
873,2020-01-13T15:20:02.000000000Z,3,2020-01-31T18:20:02.000000000Z,11,2020-02-07T18:20:02.000000000Z,0,2020-01-13T15:20:02.000000000Z,3,2020-01-14T15:20:02.000000000Z,18,2020-01-23T22:50:02.000000000Z,29,2020-01-13T15:10:02.000000000Z,3,2020-01-13T15:15:02.000000000Z,3,2020-01-13T15:20:02.000000000Z,3,2020-02-21T18:20:02.000000000Z
874,2020-01-13T15:25:02.000000000Z,3,2020-01-31T18:25:02.000000000Z,11,2020-02-07T18:25:02.000000000Z,0,2020-01-13T15:25:02.000000000Z,3,2020-01-14T15:25:02.000000000Z,18,2020-01-23T22:55:02.000000000Z,29,2020-01-13T15:15:02.000000000Z,3,2020-01-13T15:20:02.000000000Z,3,2020-01-13T15:25:02.000000000Z,3,2020-02-21T18:25:02.000000000Z
875,2020-01-13T15:30:02.000000000Z,3,2020-01-31T18:30:02.000000000Z,11,2020-02-07T18:30:02.000000000Z,0,2020-01-13T15:30:02.000000000Z,3,2020-01-14T15:30:02.000000000Z,18,2020-01-23T23:00:02.000000000Z,29,2020-01-13T15:20:02.000000000Z,3,2020-01-13T15:25:02.000000000Z,3,2020-01-13T15:30:02.000000000Z,3,2020-02-21T18:30:02.000000000Z
876,2020-01-13T15:35:02.000000000Z,3,2020-01-31T18:35:02.000000000Z,11,2020-02-07T18:35:02.000000000Z,0,2020-01-13T15:35:02.000000000Z,3,2020-01-14T15:35:02.000000000Z,18,2020-01-23T23:05:02.000000000Z,29,2020-01-13T15:25:02.000000000Z,3,2020-01-13T15:30:02.000000000Z,3,2020-01-13T15:35:02.000000000Z,3,2020-02-21T18:35:02.000000000Z
877,2020-01-13T15:40:02.000000000Z,3,2020-01-31T18:40:02.000000000Z,11,2020-02-07T18:40:02.000000000Z,0,2020-01-13T15:40:02.000000000Z,3,2020-01-14T15:40:02.000000000Z,18,2020-01-23T23:10:02.000000000Z,29,2020-01-13T15:30:02.000000000Z,3,2020-01-13T15:35:02.000000000Z,3,2020-01-13T15:40:02.000000000Z,3,2020-02-21T18:40:02.000000000Z
